"mutasi_id","pegawai_id","instansi_asal_id","instansi_tujuan_id","tanggal_mutasi","jenis_mutasi"
1688,6528,22,11,2028-03-02,Rotasi
1689,6532,32,6,2022-04-07,Promosi
1690,6536,26,18,2003-01-14,Alih Tugas
1691,6536,37,18,2007-10-28,Rotasi
1692,6551,11,6,2004-04-05,Rotasi
1693,6577,1,35,2003-05-19,Promosi
1694,6577,43,35,2009-08-10,Promosi
1695,6578,17,39,2028-10-05,Promosi
1696,6584,5,14,2021-01-24,Rotasi
1697,6586,25,41,2014-10-14,Promosi
1698,6595,4,1,2023-03-02,Rotasi
1699,6603,31,20,2023-06-13,Rotasi
1700,6606,21,44,2008-05-16,Rotasi
1701,6606,16,44,2014-02-20,Promosi
1702,6607,17,37,2003-01-27,Promosi
1703,6607,19,37,2008-10-28,Rotasi
1704,6607,12,37,2012-12-27,Alih Tugas
1705,6609,43,23,2026-09-20,Rotasi
1706,6612,30,23,2020-11-22,Rotasi
1707,6617,47,39,2029-05-16,Promosi
1708,6620,42,26,2022-03-23,Alih Tugas
1709,6624,45,13,2003-06-05,Rotasi
1710,6624,14,13,2009-01-09,Rotasi
1711,6628,23,24,2026-10-26,Alih Tugas
1712,6648,35,47,2011-04-17,Rotasi
1713,6648,45,47,2014-09-09,Rotasi
1714,6649,7,9,2024-12-14,Rotasi
1715,6652,33,2,2015-03-04,Rotasi
1716,6655,43,20,1991-12-10,Rotasi
1717,6657,4,30,2011-03-11,Rotasi
1718,6657,24,30,2014-08-15,Rotasi
1719,6664,23,27,2004-05-28,Rotasi
1720,6671,37,27,2027-07-08,Alih Tugas
1721,6673,3,22,2010-05-09,Alih Tugas
1722,6674,17,32,2029-09-12,Rotasi
1723,6680,30,11,2015-03-20,Alih Tugas
1724,6691,2,18,2028-06-28,Promosi
1725,6694,40,17,2025-11-14,Rotasi
1726,6698,38,40,2007-06-22,Promosi
1727,6702,43,30,2017-12-02,Rotasi
1728,6704,44,32,2015-07-07,Rotasi
1729,6713,19,36,1994-12-28,Rotasi
1730,6713,13,36,1998-10-08,Rotasi
1731,6717,14,39,2024-02-24,Rotasi
1732,6734,2,17,2007-04-11,Rotasi
1733,6735,4,9,2024-02-23,Alih Tugas
1734,6741,3,8,2027-11-14,Rotasi
1735,6742,43,32,2004-09-24,Alih Tugas
1736,6742,44,32,2008-11-14,Rotasi
1737,6742,45,32,2012-01-09,Promosi
1738,6746,14,30,2015-11-20,Promosi
1739,6746,29,30,2021-01-22,Rotasi
1740,6751,31,41,2005-04-05,Rotasi
1741,6755,33,45,2005-02-16,Alih Tugas
1742,6757,42,26,2002-06-13,Rotasi
1743,6762,9,34,2027-10-18,Rotasi
1744,6773,37,30,2029-03-01,Alih Tugas
1745,6784,7,2,2019-06-11,Promosi
1746,6784,34,2,2022-05-26,Promosi
1747,6797,1,15,2025-10-18,Promosi
1748,6799,37,41,2002-02-09,Rotasi
1749,6804,18,11,2027-10-02,Promosi
1750,6806,9,7,2017-07-07,Rotasi
1751,6808,31,46,2017-08-13,Promosi
1752,6814,2,34,2003-03-16,Promosi
1753,6815,37,42,2025-09-19,Rotasi
1754,6818,17,22,2010-09-04,Promosi
1755,6823,35,14,2004-03-02,Rotasi
1756,6823,24,14,2010-11-05,Rotasi
1757,6823,29,14,2013-06-20,Rotasi
1758,6830,4,7,2001-12-27,Rotasi
1759,6831,32,31,2016-11-08,Rotasi
1760,6831,2,31,2022-12-09,Rotasi
1761,6832,7,6,2002-10-20,Rotasi
1762,6832,25,6,2007-09-28,Rotasi
1763,6832,44,6,2012-05-10,Rotasi
1764,6833,40,36,2004-07-27,Rotasi
1765,6840,31,33,2026-01-28,Promosi
1766,6852,37,17,2002-07-09,Rotasi
1767,6852,11,17,2007-02-02,Rotasi
1768,6853,19,5,2013-09-14,Alih Tugas
1769,6853,23,5,2019-02-06,Alih Tugas
1770,6856,46,21,2026-08-19,Promosi
1771,6860,1,32,2012-09-25,Alih Tugas
1772,6861,23,13,2029-04-01,Rotasi
1773,6869,39,1,2019-05-17,Promosi
1774,6869,45,1,2024-07-18,Alih Tugas
1775,6870,20,46,2019-01-17,Rotasi
1776,6870,15,46,2022-01-13,Rotasi
1777,6882,13,9,2013-06-25,Rotasi
1778,6882,10,9,2019-08-03,Rotasi
1779,6894,30,35,2027-10-10,Alih Tugas
1780,6900,1,20,2028-03-04,Alih Tugas
1781,6903,1,2,2026-02-28,Promosi
1782,6908,40,29,2024-07-22,Rotasi
1783,6911,32,1,2009-01-09,Rotasi
1784,6911,46,1,2015-03-20,Promosi
1785,6914,4,1,2019-01-10,Rotasi
1786,6915,11,34,2005-12-13,Alih Tugas
1787,6915,43,34,2008-11-18,Promosi
1788,6915,18,34,2014-03-12,Rotasi
1789,6937,26,2,2015-02-04,Alih Tugas
1790,6939,46,23,2021-03-20,Rotasi
1791,6952,39,27,2011-04-20,Promosi
1792,6953,36,33,2029-02-13,Rotasi
1793,6956,32,31,2026-10-22,Rotasi
1794,6960,21,13,2027-01-03,Alih Tugas
1795,6966,27,25,1999-03-07,Promosi
1796,6966,33,25,2002-05-20,Rotasi
1797,6966,8,25,2007-08-27,Rotasi
1798,6995,1,29,2021-04-23,Rotasi
1799,7011,6,47,2028-08-03,Rotasi
1800,7012,16,12,2021-08-22,Rotasi
1801,7017,34,32,2020-04-07,Rotasi
1802,7025,40,16,2014-05-07,Rotasi
1803,7025,19,16,2018-10-26,Rotasi
1804,7065,47,27,2002-12-28,Rotasi
1805,7065,11,27,2008-08-07,Promosi
1806,7068,20,11,2022-06-22,Rotasi
1807,7078,21,27,2025-10-17,Rotasi
1808,7097,42,7,2026-02-16,Rotasi
1809,7101,3,5,2014-04-19,Alih Tugas
1810,7101,4,5,2020-01-23,Promosi
1811,7110,47,28,2003-05-04,Promosi
1812,7110,14,28,2006-11-04,Promosi
1813,7110,40,28,2009-01-01,Rotasi
1814,7125,13,15,1998-01-04,Alih Tugas
1815,7125,4,15,2004-07-15,Promosi
1816,7126,27,25,2020-02-22,Promosi
1817,7127,16,33,2025-04-12,Alih Tugas
1818,7128,32,39,2009-06-05,Rotasi
1819,7128,37,39,2012-07-26,Alih Tugas
1820,7141,40,4,2027-07-21,Rotasi
1821,7145,43,47,2027-01-09,Alih Tugas
1822,7146,37,39,2003-10-10,Rotasi
1823,7146,25,39,2006-11-21,Rotasi
1824,7146,15,39,2012-08-16,Rotasi
1825,7155,29,42,2024-12-21,Rotasi
1826,7162,25,3,2028-03-21,Rotasi
1827,7166,31,4,2003-01-01,Rotasi
1828,7171,31,45,2009-05-08,Alih Tugas
1829,7171,40,45,2014-09-17,Alih Tugas
1830,7177,21,8,2014-11-04,Rotasi
1831,7178,10,30,1992-01-17,Rotasi
1832,7196,28,2,2027-06-15,Alih Tugas
1833,7202,25,2,2011-01-01,Promosi
1834,7202,10,2,2015-08-14,Rotasi
1835,7220,40,10,2025-01-19,Promosi
1836,7225,14,5,2022-10-05,Rotasi
1837,7229,26,19,2010-11-18,Promosi
1838,7233,10,14,2008-10-15,Promosi
1839,7233,1,14,2012-03-04,Promosi
1840,7233,13,14,2017-06-08,Promosi
1841,7238,25,33,2000-09-27,Rotasi
1842,7238,13,33,2004-03-15,Rotasi
1843,7256,38,46,2014-03-13,Rotasi
1844,7257,37,31,2017-05-28,Promosi
1845,7257,4,31,2022-06-19,Rotasi
1846,7260,41,35,2026-11-03,Alih Tugas
1847,7272,1,28,2005-12-12,Alih Tugas
1848,7272,35,28,2008-04-04,Promosi
1849,7273,41,2,2023-04-18,Alih Tugas
1850,7295,41,29,2027-01-03,Rotasi
1851,7296,24,1,2008-12-25,Promosi
1852,7296,27,1,2011-09-09,Alih Tugas
1853,7296,4,1,2016-06-05,Promosi
1854,7301,14,30,1999-09-26,Alih Tugas
1855,7301,37,30,2004-05-22,Rotasi
1856,7315,26,33,2027-08-04,Alih Tugas
1857,7316,3,20,2020-06-04,Alih Tugas
1858,7327,21,43,2019-09-03,Promosi
1859,7327,3,43,2022-07-06,Rotasi
1860,7338,28,39,2002-10-08,Promosi
1861,7338,29,39,2005-05-13,Promosi
1862,7340,24,23,2013-04-12,Promosi
1863,7340,44,23,2019-06-17,Rotasi
1864,7351,39,13,2027-07-10,Rotasi
1865,7353,12,32,2012-08-12,Rotasi
1866,7353,44,32,2016-12-20,Rotasi
1867,7357,29,1,2018-06-05,Alih Tugas
1868,7366,39,42,2029-11-21,Rotasi
1869,7368,18,28,2009-02-21,Alih Tugas
1870,7370,42,28,2012-06-19,Rotasi
1871,7373,20,45,2012-01-22,Promosi
1872,7375,5,1,2012-06-05,Rotasi
1873,7376,38,39,1997-01-23,Rotasi
1874,7376,35,39,2003-03-24,Alih Tugas
1875,7377,38,13,2005-03-05,Rotasi
1876,7377,42,13,2008-09-03,Promosi
1877,7377,44,13,2013-09-22,Rotasi
1878,7428,4,16,2009-06-26,Promosi
1879,7430,46,33,2014-05-27,Rotasi
1880,7430,16,33,2017-11-25,Alih Tugas
1881,7441,41,43,2003-06-28,Promosi
1882,7441,9,43,2007-06-16,Rotasi
1883,7441,12,43,2013-03-02,Rotasi
1884,7447,33,39,1998-11-11,Promosi
1885,7447,46,39,2001-11-17,Alih Tugas
1886,7449,8,14,2015-10-05,Promosi
1887,7449,9,14,2021-04-14,Promosi
1888,7452,11,13,2028-09-03,Rotasi
1889,7456,12,15,2022-01-06,Rotasi
1890,7460,12,43,2001-09-09,Promosi
1891,7460,38,43,2006-01-13,Rotasi
1892,7460,27,43,2011-03-19,Rotasi
1893,7463,3,29,2008-11-12,Rotasi
1894,7463,44,29,2011-04-23,Rotasi
1895,7463,42,29,2015-02-07,Alih Tugas
1896,7474,26,20,1992-10-12,Rotasi
1897,7474,10,20,1997-03-03,Rotasi
1898,7474,37,20,2003-11-24,Rotasi
1899,7481,46,23,1993-01-03,Promosi
1900,7481,40,23,1997-06-24,Promosi
1901,7481,43,23,2001-12-19,Alih Tugas
1902,7485,9,5,2016-05-26,Rotasi
1903,7485,28,5,2019-05-09,Rotasi
1904,7488,11,26,2013-10-03,Rotasi
1905,7488,24,26,2019-09-24,Rotasi
1906,7497,9,26,2014-12-08,Promosi
1907,7497,7,26,2018-03-03,Rotasi
1908,7501,18,24,2007-05-25,Promosi
1909,7501,44,24,2010-01-15,Rotasi
1910,7501,2,24,2015-04-13,Alih Tugas
1911,7505,23,31,2019-07-07,Promosi
1912,7505,26,31,2023-02-18,Promosi
1913,7508,15,39,2025-06-17,Promosi
1914,7519,42,24,2024-12-07,Rotasi
1915,7528,9,2,2020-05-26,Rotasi
1916,7529,20,17,2026-06-14,Promosi
1917,7538,5,25,2019-05-28,Promosi
1918,7538,18,25,2022-02-20,Rotasi
1919,7539,43,32,2019-03-26,Rotasi
1920,7554,25,47,2017-01-02,Promosi
1921,7554,18,47,2021-02-19,Rotasi
1922,7560,6,9,2003-03-19,Alih Tugas
1923,7560,11,9,2006-05-18,Promosi
1924,7560,15,9,2010-06-17,Rotasi
1925,7562,37,30,2004-07-12,Promosi
1926,7562,28,30,2010-07-12,Rotasi
1927,7562,4,30,2016-07-27,Alih Tugas
1928,7572,8,20,1994-07-28,Rotasi
1929,7572,31,20,1998-05-11,Promosi
1930,7587,33,8,1997-02-01,Rotasi
1931,7587,27,8,2002-06-27,Promosi
1932,7591,30,19,2006-04-12,Promosi
1933,7602,35,17,2025-06-08,Rotasi
1934,7606,16,42,2019-02-06,Rotasi
1935,7606,29,42,2025-10-28,Rotasi
1936,7608,8,47,2020-11-08,Alih Tugas
1937,7609,6,27,2010-06-20,Rotasi
1938,7609,3,27,2015-11-07,Rotasi
1939,7612,25,26,2017-10-01,Promosi
1940,7622,42,7,2014-06-21,Alih Tugas
1941,7625,15,22,2025-12-12,Alih Tugas
1942,7630,27,33,2008-02-10,Promosi
1943,7630,4,33,2013-01-18,Rotasi
1944,7637,6,39,2022-03-05,Promosi
1945,7647,21,43,2018-11-20,Rotasi
1946,7647,34,43,2022-06-06,Alih Tugas
1947,7651,32,10,2012-08-26,Rotasi
1948,7655,36,24,2006-06-22,Promosi
1949,7655,17,24,2011-10-12,Promosi
1950,7655,10,24,2016-03-22,Rotasi
1951,7657,4,16,2007-06-04,Rotasi
1952,7657,36,16,2011-01-06,Promosi
1953,7661,44,41,2025-07-03,Rotasi
1954,7669,47,39,2006-09-07,Rotasi
1955,7669,2,39,2012-11-07,Rotasi
1956,7676,38,29,2007-03-12,Promosi
1957,7687,24,19,2027-10-10,Alih Tugas
1958,7696,11,22,2027-07-18,Rotasi
1959,7705,23,4,2008-07-20,Rotasi
1960,7705,16,4,2012-08-04,Rotasi
1961,7705,44,4,2015-10-28,Rotasi
1962,7707,43,13,2007-06-13,Promosi
1963,7708,24,40,2026-09-23,Promosi
1964,7710,9,34,2019-08-20,Rotasi
1965,7710,18,34,2024-06-14,Rotasi
1966,7717,45,17,2004-11-26,Rotasi
1967,7718,11,41,2028-02-14,Rotasi
1968,7728,17,20,2016-12-26,Rotasi
1969,7738,17,40,2020-02-28,Alih Tugas
1970,7739,3,12,2018-04-18,Alih Tugas
1971,7757,31,38,2012-07-03,Rotasi
1972,7757,30,38,2017-09-02,Promosi
1973,7774,9,7,2012-05-11,Rotasi
1974,7774,3,7,2017-06-26,Rotasi
1975,7775,2,20,2014-06-11,Rotasi
1976,7783,31,26,2009-12-27,Rotasi
1977,7783,16,26,2012-04-01,Alih Tugas
1978,7783,23,26,2015-02-04,Rotasi
1979,7807,24,47,2018-07-07,Rotasi
1980,7812,20,26,2011-08-13,Rotasi
1981,7812,47,26,2017-03-01,Rotasi
1982,7815,47,46,2018-01-03,Rotasi
1983,7815,18,46,2024-10-09,Rotasi
1984,7818,15,42,2022-04-24,Promosi
1985,7822,14,20,2009-07-21,Rotasi
1986,7822,29,20,2013-11-22,Alih Tugas
1987,7822,40,20,2018-02-13,Promosi
1988,7830,7,3,2028-04-02,Rotasi
1989,7838,9,27,2005-09-02,Rotasi
1990,7838,18,27,2010-03-19,Promosi
1991,7844,47,43,2008-04-07,Rotasi
1992,7844,14,43,2012-05-18,Rotasi
1993,7844,2,43,2018-09-20,Alih Tugas
1994,7851,6,37,2021-04-12,Promosi
1995,7853,3,47,2028-06-06,Rotasi
1996,7857,38,36,2000-10-16,Rotasi
1997,7857,23,36,2004-06-21,Rotasi
1998,7857,10,36,2008-08-17,Rotasi
1999,7868,44,37,2009-11-13,Alih Tugas
2000,7881,19,21,2027-03-21,Promosi
2001,7889,45,29,2014-10-24,Alih Tugas
2002,7893,18,25,2004-03-22,Alih Tugas
2003,7893,10,25,2009-11-28,Alih Tugas
2004,7893,27,25,2014-08-12,Alih Tugas
2005,7894,1,40,2028-11-13,Rotasi
2006,7896,33,32,2006-06-06,Alih Tugas
2007,7896,7,32,2011-09-11,Alih Tugas
2008,7896,47,32,2015-09-06,Rotasi
2009,7897,8,17,2022-01-07,Rotasi
2010,7901,15,39,2005-01-22,Rotasi
2011,7902,43,38,2013-10-27,Alih Tugas
2012,7902,14,38,2019-06-19,Promosi
2013,7904,17,4,2002-11-08,Rotasi
2014,7904,29,4,2006-06-06,Promosi
2015,7908,16,29,2009-11-09,Promosi
2016,7910,23,19,2011-11-16,Rotasi
2017,7915,44,25,2007-05-21,Rotasi
2018,7915,34,25,2013-03-14,Promosi
2019,7929,47,28,2012-04-21,Rotasi
2020,7929,25,28,2018-01-18,Rotasi
2021,7932,9,25,1997-09-03,Rotasi
2022,7932,9,25,2003-08-17,Alih Tugas
2023,7937,39,44,2025-06-13,Rotasi
2024,7955,29,42,2023-08-06,Promosi
2025,7956,42,23,2026-05-25,Rotasi
2026,7957,21,20,2008-01-10,Alih Tugas
2027,7957,33,20,2013-08-04,Rotasi
2028,7957,8,20,2016-05-16,Rotasi
2029,7960,16,42,2021-03-25,Rotasi
2030,7962,40,2,2025-11-03,Rotasi
2031,7963,37,19,2025-03-26,Rotasi
2032,7968,32,22,2017-12-12,Promosi
2033,7968,13,22,2022-10-25,Alih Tugas
2034,7978,44,43,2002-02-27,Rotasi
2035,7978,46,43,2005-10-15,Rotasi
2036,7978,44,43,2010-03-18,Rotasi
2037,7984,40,30,1996-04-09,Rotasi
2038,7999,35,3,2019-03-17,Alih Tugas
2039,7999,42,3,2024-06-09,Rotasi
2040,8029,41,44,2007-04-20,Rotasi
2041,8029,24,44,2013-04-28,Promosi
2042,8035,34,31,2006-04-22,Rotasi
2043,8035,8,31,2009-12-12,Rotasi
2044,8041,45,4,2019-04-22,Alih Tugas
2045,8043,22,42,2005-06-22,Rotasi
2046,8052,23,25,2016-01-24,Promosi
2047,8052,17,25,2022-08-03,Promosi
2048,8062,12,37,2012-09-22,Rotasi
2049,8062,31,37,2016-10-20,Promosi
2050,8065,18,40,2013-03-01,Rotasi
2051,8065,18,40,2017-08-08,Promosi
2052,8071,14,24,2009-03-04,Rotasi
2053,8074,28,11,2006-09-06,Alih Tugas
2054,8074,5,11,2010-09-05,Promosi
2055,8077,39,25,2007-08-25,Promosi
2056,8077,23,25,2010-02-26,Rotasi
2057,8088,22,45,1989-04-01,Promosi
2058,8089,28,8,2013-12-28,Rotasi
2059,8089,26,8,2018-01-25,Rotasi
2060,8106,44,24,2002-05-11,Rotasi
2061,8106,17,24,2007-08-19,Promosi
2062,8107,25,46,1993-08-04,Rotasi
2063,8107,44,46,1998-12-21,Rotasi
2064,8107,14,46,2003-12-17,Rotasi
2065,8113,15,35,2023-03-22,Rotasi
2066,8115,14,4,2021-09-18,Alih Tugas
2067,8117,21,42,2024-12-27,Rotasi
2068,8121,9,21,2029-01-10,Promosi
2069,8123,23,12,2006-10-08,Rotasi
2070,8123,27,12,2009-02-06,Alih Tugas
2071,8134,11,23,2018-10-23,Rotasi
2072,8140,6,4,2014-12-08,Promosi
2073,8143,22,2,2009-03-20,Promosi
2074,8143,6,2,2015-03-05,Alih Tugas
2075,8143,5,2,2021-01-19,Alih Tugas
2076,8148,29,46,2003-05-10,Rotasi
2077,8152,4,44,2020-02-26,Promosi
2078,8157,46,35,1991-12-14,Alih Tugas
2079,8162,23,13,2019-01-25,Promosi
2080,8162,12,13,2025-05-05,Promosi
2081,8164,1,35,2019-01-18,Promosi
2082,8168,12,5,1999-01-01,Rotasi
2083,8170,35,46,2013-07-22,Alih Tugas
2084,8170,18,46,2018-08-22,Promosi
2085,8177,39,15,2011-09-06,Rotasi
2086,8177,46,15,2015-06-05,Rotasi
2087,8190,45,27,2028-11-13,Rotasi
2088,8195,34,33,2026-06-26,Promosi
2089,8212,31,35,2001-09-14,Alih Tugas
2090,8212,25,35,2005-07-03,Rotasi
2091,8212,45,35,2010-02-01,Promosi
2092,8213,16,12,2005-09-13,Alih Tugas
2093,8213,1,12,2010-11-06,Rotasi
2094,8233,7,9,2002-07-17,Rotasi
2095,8237,10,47,2018-04-06,Promosi
2096,8237,6,47,2024-08-27,Promosi
2097,8242,42,28,2015-01-24,Promosi
2098,8246,36,45,1991-03-09,Rotasi
2099,8246,27,45,1996-03-06,Alih Tugas
2100,8252,13,25,2028-09-12,Rotasi
2101,8259,37,36,2002-01-20,Promosi
2102,8259,2,36,2008-10-04,Rotasi
2103,8259,38,36,2013-08-17,Alih Tugas
2104,8260,25,6,2018-10-16,Rotasi
2105,8261,39,32,2029-03-07,Rotasi
2106,8264,22,13,2008-05-05,Promosi
2107,8268,5,12,2006-05-01,Promosi
2108,8268,42,12,2011-09-20,Promosi
2109,8268,36,12,2015-06-18,Alih Tugas
2110,8269,39,4,2007-08-27,Rotasi
2111,8276,10,26,2027-07-24,Promosi
2112,8279,21,29,2005-10-18,Promosi
2113,8373,37,19,2021-08-16,Alih Tugas
2114,8298,24,19,2018-09-17,Promosi
2115,8300,41,1,2009-11-09,Alih Tugas
2116,8300,37,1,2015-08-24,Alih Tugas
2117,8300,43,1,2019-10-12,Rotasi
2118,8306,6,33,2008-07-18,Alih Tugas
2119,8306,10,33,2013-12-05,Rotasi
2120,8306,8,33,2017-05-13,Rotasi
2121,8307,6,40,2022-12-14,Rotasi
2122,8310,43,4,2005-02-05,Rotasi
2123,8316,38,44,2028-09-05,Rotasi
2124,8317,10,27,2023-05-10,Promosi
2125,8324,23,46,2028-04-06,Rotasi
2126,8326,9,10,2028-11-16,Promosi
2127,8331,46,24,2025-11-06,Rotasi
2128,8335,32,29,1994-04-07,Rotasi
2129,8351,10,27,2026-04-04,Alih Tugas
2130,8354,47,7,2028-06-01,Rotasi
2131,8357,39,5,1997-10-15,Rotasi
2132,8357,41,5,2001-07-04,Rotasi
2133,8359,22,25,2018-07-06,Rotasi
2134,8368,3,36,2009-07-27,Alih Tugas
2135,8368,10,36,2012-06-26,Rotasi
2136,8368,38,36,2018-08-08,Rotasi
2137,8369,39,41,1995-07-19,Rotasi
2138,8374,42,7,1995-04-07,Rotasi
2139,8382,28,8,2025-04-24,Rotasi
2140,8395,47,19,1999-03-11,Rotasi
2141,8395,24,19,2004-08-19,Rotasi
2142,8395,31,19,2008-02-26,Rotasi
2143,8437,13,35,2026-02-08,Rotasi
2144,8443,34,22,2001-06-09,Alih Tugas
2145,8455,47,42,2010-12-13,Rotasi
2146,8455,15,42,2014-02-02,Alih Tugas
2147,8463,4,34,2011-01-05,Rotasi
2148,8463,10,34,2014-06-17,Rotasi
2149,8468,34,30,2011-05-16,Rotasi
2150,8480,36,9,2005-02-24,Rotasi
2151,8480,31,9,2011-02-09,Alih Tugas
2152,8482,22,37,2011-03-21,Promosi
2153,8484,26,2,2022-08-06,Alih Tugas
2154,8488,44,32,2005-04-21,Rotasi
2155,8488,23,32,2010-07-25,Rotasi
2156,8488,14,32,2016-09-27,Rotasi
2157,8489,1,43,2023-09-10,Rotasi
2158,8494,45,26,2001-05-17,Alih Tugas
2159,8496,18,19,2017-08-03,Rotasi
2160,8496,6,19,2023-09-06,Rotasi
2161,8498,22,15,2009-02-10,Promosi
2162,8498,18,15,2014-02-13,Rotasi
2163,8509,32,4,2000-04-23,Rotasi
2164,8509,14,4,2005-02-11,Alih Tugas
2165,8511,15,14,2009-03-10,Promosi
2166,8512,4,31,2020-07-25,Promosi
2167,8514,37,11,2008-01-27,Rotasi
2168,8514,14,11,2014-05-26,Promosi
2169,8514,43,11,2019-06-27,Rotasi
2170,8523,4,1,2011-03-14,Rotasi
2171,8523,11,1,2014-10-08,Promosi
2172,8527,24,25,2006-06-07,Rotasi
2173,8527,40,25,2011-01-15,Alih Tugas
2174,8531,19,15,2018-09-10,Alih Tugas
2175,8531,3,15,2021-01-12,Rotasi
2176,8532,40,9,2003-08-13,Rotasi
2177,8534,27,9,2027-12-09,Rotasi
2178,8539,15,37,2009-12-04,Promosi
2179,8539,5,37,2013-07-07,Rotasi
2180,8539,4,37,2017-01-12,Rotasi
2181,8541,33,9,2006-03-06,Alih Tugas
2182,8541,42,9,2012-08-17,Promosi
2183,8545,23,18,2017-12-28,Rotasi
2184,8545,6,18,2023-01-18,Promosi
2185,8551,27,12,2019-06-07,Rotasi
2186,8552,29,1,2019-01-24,Rotasi
2187,8561,38,26,2014-06-04,Alih Tugas
2188,8562,14,16,2008-05-11,Rotasi
2189,8562,17,16,2011-07-08,Rotasi
2190,8563,10,13,2018-09-13,Promosi
2191,8567,25,36,2027-02-24,Rotasi
2192,8570,32,29,2007-11-05,Rotasi
2193,8570,6,29,2012-03-14,Rotasi
2194,8570,20,29,2016-08-21,Rotasi
2195,8571,40,27,2010-11-13,Rotasi
2196,8574,38,35,2019-09-28,Promosi
2197,8574,47,35,2024-02-19,Rotasi
2198,8580,17,19,2008-07-18,Alih Tugas
2199,8580,31,19,2013-07-27,Alih Tugas
2200,8586,39,18,2028-08-12,Rotasi
2201,8588,26,3,2006-07-18,Rotasi
2202,8588,5,3,2012-01-02,Alih Tugas
2203,8590,25,21,2006-11-14,Alih Tugas
2204,8594,21,39,2013-02-06,Rotasi
2205,8599,15,13,1993-10-16,Promosi
2206,8599,10,13,1999-09-03,Rotasi
2207,8604,33,19,2026-05-02,Alih Tugas
2208,8609,26,3,2018-10-12,Rotasi
2209,8613,11,30,2019-08-01,Rotasi
2210,8613,25,30,2022-10-27,Promosi
2211,8625,34,3,1999-10-20,Rotasi
2212,8625,38,3,2004-02-19,Promosi
2213,8628,20,12,2012-10-16,Alih Tugas
2214,8630,35,14,2010-06-21,Rotasi
2215,8643,33,9,2028-02-08,Alih Tugas
2216,8644,17,36,2028-02-28,Promosi
2217,8653,41,46,2029-07-25,Rotasi
2218,8657,17,14,2025-09-17,Rotasi
2219,8659,10,34,1997-08-08,Promosi
2220,8666,22,19,2007-09-11,Alih Tugas
2221,8666,20,19,2011-10-04,Promosi
2222,8666,46,19,2016-01-02,Rotasi
2223,8670,5,11,2014-03-07,Alih Tugas
2224,8670,3,11,2018-03-28,Alih Tugas
2225,8671,9,30,2010-08-16,Rotasi
2226,8671,46,30,2014-03-24,Promosi
2227,8672,37,26,2016-01-28,Promosi
2228,8676,46,43,2029-07-26,Rotasi
2229,8693,19,37,2006-11-13,Rotasi
2230,8693,20,37,2010-02-19,Rotasi
2231,8693,12,37,2016-04-18,Alih Tugas
2232,8694,46,21,2008-11-18,Rotasi
2233,8694,25,21,2014-03-19,Promosi
2234,8697,19,12,2018-10-12,Alih Tugas
2235,8697,15,12,2024-08-01,Promosi
2236,8699,37,46,2014-09-12,Promosi
2237,8700,5,12,2005-01-27,Rotasi
2238,8702,18,9,2008-05-19,Rotasi
2239,8702,14,9,2013-09-25,Rotasi
2240,8704,4,30,2007-07-04,Rotasi
2241,8704,28,30,2012-06-14,Promosi
2242,8718,5,42,2007-01-08,Promosi
2243,8718,43,42,2013-01-06,Rotasi
2244,8718,14,42,2017-01-14,Promosi
2245,8727,8,3,2011-07-03,Rotasi
2246,8733,22,24,2004-07-16,Alih Tugas
2247,8733,16,24,2007-10-08,Rotasi
2248,8737,44,24,2029-05-11,Rotasi
2249,8742,42,28,2015-02-09,Rotasi
2250,8750,22,20,2013-07-21,Alih Tugas
2251,8752,11,4,2029-02-21,Rotasi
2252,8767,22,14,2025-05-17,Rotasi
2253,8768,19,21,2007-01-21,Rotasi
2254,8768,13,21,2012-09-06,Promosi
2255,8773,4,8,2028-04-02,Rotasi
2256,8796,32,27,2015-05-07,Rotasi
2257,8796,31,27,2020-01-22,Promosi
2258,8800,12,5,2025-07-20,Rotasi
2259,8801,27,37,2018-07-02,Rotasi
2260,8804,25,46,2019-01-10,Rotasi
2261,8804,10,46,2025-03-12,Rotasi
2262,8808,6,32,2016-05-08,Rotasi
2263,8809,30,37,1997-11-19,Promosi
2264,8811,8,28,2013-10-16,Alih Tugas
2265,8811,47,28,2016-03-19,Rotasi
2266,8814,37,4,2001-01-18,Rotasi
2267,8814,32,4,2007-04-02,Rotasi
2268,8814,18,4,2010-09-21,Rotasi
2269,8817,3,27,2025-03-12,Rotasi
2270,8824,5,37,2011-07-09,Promosi
2271,8827,12,15,2015-02-02,Rotasi
2272,8827,10,15,2018-03-12,Alih Tugas
2273,8830,21,23,2007-09-10,Promosi
2274,8830,33,23,2012-03-04,Alih Tugas
2275,8837,33,32,2026-01-08,Rotasi
2276,8842,1,39,2024-03-19,Promosi
2277,8848,6,4,2028-04-21,Rotasi
2278,8851,42,19,1998-06-20,Alih Tugas
2279,8851,34,19,2001-01-03,Alih Tugas
2280,8854,26,25,2001-07-07,Alih Tugas
2281,8855,33,15,2024-04-22,Rotasi
2282,8859,15,12,2026-09-04,Rotasi
2283,8864,41,13,2015-07-12,Rotasi
2284,8865,18,7,2016-02-23,Promosi
2285,8865,19,7,2021-08-06,Rotasi
2286,8871,19,30,2018-02-01,Promosi
2287,8888,3,42,2028-05-25,Alih Tugas
2288,8891,19,32,2011-11-22,Promosi
2289,8891,2,32,2014-01-27,Rotasi
