"cuti_id","pegawai_id","jenis_cuti","tanggal_mulai","tanggal_selesai","status"
15184,3701,Cuti Sakit,2024-12-15,2024-12-18,Disetujui
15185,3702,Cuti Sakit,2022-10-06,2022-10-13,Disetujui
15186,3702,Cuti Alasan Penting,2022-05-03,2022-05-08,Ditolak
15187,3702,Cuti Sakit,2023-05-15,2023-05-16,Disetujui
15188,3702,Cuti Besar,2024-06-08,2024-07-07,Disetujui
15189,3702,Cuti Alasan Penting,2026-06-04,2026-06-07,Disetujui
15190,3703,Cuti Tahunan,2023-12-07,2023-12-19,Disetujui
15191,3703,Cuti Besar,2025-12-10,2026-01-01,Menunggu
15192,3703,Cuti Alasan Penting,2026-03-20,2026-03-22,Disetujui
15193,3703,Cuti Sakit,2026-12-16,2026-12-21,Disetujui
15194,3704,Cuti Sakit,2022-05-24,2022-05-29,Disetujui
15195,3704,Cuti Tahunan,2023-04-13,2023-04-25,Menunggu
15196,3704,Cuti Tahunan,2023-05-15,2023-05-18,Disetujui
15197,3704,Cuti Alasan Penting,2025-12-05,2025-12-09,Disetujui
15198,3704,Cuti Sakit,2026-10-14,2026-10-20,Disetujui
15199,3705,Cuti Tahunan,2022-01-20,2022-01-25,Disetujui
15200,3705,Cuti Tahunan,2023-02-15,2023-02-19,Disetujui
15201,3705,Cuti Sakit,2024-11-17,2024-11-18,Disetujui
15202,3705,Cuti Tahunan,2025-12-25,2026-01-01,Disetujui
15203,3705,Cuti Sakit,2026-07-04,2026-07-06,Disetujui
15204,3706,Cuti Tahunan,2025-02-24,2025-03-05,Menunggu
15205,3707,Cuti Tahunan,2023-11-13,2023-11-19,Menunggu
15206,3707,Cuti Tahunan,2024-09-05,2024-09-08,Disetujui
15207,3707,Cuti Tahunan,2024-08-08,2024-08-16,Disetujui
15208,3707,Cuti Sakit,2025-05-25,2025-05-31,Disetujui
15209,3708,Cuti Sakit,2023-09-09,2023-09-15,Disetujui
15210,3708,Cuti Tahunan,2023-03-23,2023-03-25,Disetujui
15211,3708,Cuti Tahunan,2024-10-14,2024-10-16,Disetujui
15212,3708,Cuti Tahunan,2024-07-24,2024-08-02,Disetujui
15213,3708,Cuti Tahunan,2025-08-14,2025-08-19,Disetujui
15214,3708,Cuti Sakit,2025-03-20,2025-03-27,Disetujui
15215,3708,Cuti Tahunan,2026-03-22,2026-04-01,Menunggu
15216,3708,Cuti Alasan Penting,2026-01-10,2026-01-14,Disetujui
15217,3709,Cuti Besar,2022-01-05,2022-01-31,Disetujui
15218,3709,Cuti Tahunan,2024-12-09,2024-12-20,Disetujui
15219,3709,Cuti Alasan Penting,2024-06-02,2024-06-04,Menunggu
15220,3709,Cuti Sakit,2025-03-09,2025-03-12,Disetujui
15221,3710,Cuti Tahunan,2023-07-25,2023-08-01,Disetujui
15222,3710,Cuti Sakit,2024-04-19,2024-04-20,Disetujui
15223,3710,Cuti Tahunan,2024-10-04,2024-10-15,Disetujui
15224,3710,Cuti Sakit,2025-06-25,2025-06-26,Disetujui
15225,3710,Cuti Sakit,2026-04-25,2026-04-28,Menunggu
15226,3711,Cuti Tahunan,2022-12-16,2022-12-27,Disetujui
15227,3711,Cuti Alasan Penting,2023-07-02,2023-07-04,Disetujui
15228,3711,Cuti Tahunan,2024-05-01,2024-05-08,Disetujui
15229,3711,Cuti Tahunan,2025-03-23,2025-04-04,Ditolak
15230,3711,Cuti Sakit,2026-04-15,2026-04-21,Menunggu
15231,3712,Cuti Tahunan,2022-11-07,2022-11-12,Disetujui
15232,3712,Cuti Tahunan,2025-11-24,2025-11-26,Disetujui
15233,3712,Cuti Besar,2026-06-12,2026-07-06,Disetujui
15234,3713,Cuti Tahunan,2023-06-05,2023-06-15,Disetujui
15235,3713,Cuti Tahunan,2024-11-08,2024-11-16,Disetujui
15236,3713,Cuti Besar,2024-01-06,2024-02-05,Disetujui
15237,3713,Cuti Tahunan,2025-08-02,2025-08-07,Disetujui
15238,3713,Cuti Tahunan,2025-06-08,2025-06-18,Disetujui
15239,3713,Cuti Tahunan,2026-10-20,2026-10-29,Disetujui
15240,3713,Cuti Tahunan,2026-04-16,2026-04-21,Menunggu
15241,3714,Cuti Sakit,2025-06-14,2025-06-18,Disetujui
15242,3714,Cuti Sakit,2026-08-04,2026-08-11,Disetujui
15243,3714,Cuti Tahunan,2026-12-23,2027-01-01,Disetujui
15244,3715,Cuti Tahunan,2025-12-15,2025-12-26,Ditolak
15245,3715,Cuti Sakit,2026-06-03,2026-06-08,Disetujui
15246,3716,Cuti Tahunan,2022-07-13,2022-07-25,Disetujui
15247,3716,Cuti Tahunan,2023-08-24,2023-08-26,Menunggu
15248,3716,Cuti Tahunan,2023-03-11,2023-03-17,Disetujui
15249,3716,Cuti Besar,2024-09-13,2024-10-07,Disetujui
15250,3716,Cuti Sakit,2025-03-21,2025-03-27,Disetujui
15251,3716,Cuti Tahunan,2026-12-09,2026-12-17,Menunggu
15252,3717,Cuti Tahunan,2023-03-10,2023-03-22,Ditolak
15253,3717,Cuti Sakit,2023-03-18,2023-03-23,Disetujui
15254,3717,Cuti Besar,2025-02-25,2025-03-25,Menunggu
15255,3718,Cuti Tahunan,2025-09-23,2025-10-03,Disetujui
15256,3718,Cuti Tahunan,2025-10-24,2025-11-02,Disetujui
15257,3719,Cuti Tahunan,2025-09-25,2025-10-02,Menunggu
15258,3719,Cuti Sakit,2025-05-12,2025-05-19,Disetujui
15259,3719,Cuti Tahunan,2026-11-06,2026-11-11,Disetujui
15260,3720,Cuti Besar,2026-03-19,2026-04-16,Disetujui
15261,3721,Cuti Sakit,2022-11-16,2022-11-20,Disetujui
15262,3721,Cuti Tahunan,2023-07-07,2023-07-10,Disetujui
15263,3721,Cuti Tahunan,2024-09-09,2024-09-17,Disetujui
15264,3721,Cuti Sakit,2026-10-22,2026-10-25,Disetujui
15265,3722,Cuti Tahunan,2022-07-20,2022-07-23,Disetujui
15266,3722,Cuti Tahunan,2023-12-08,2023-12-17,Disetujui
15267,3722,Cuti Alasan Penting,2024-04-21,2024-04-23,Menunggu
15268,3722,Cuti Tahunan,2025-08-12,2025-08-15,Disetujui
15269,3722,Cuti Sakit,2026-08-25,2026-08-30,Menunggu
15270,3723,Cuti Tahunan,2023-07-13,2023-07-19,Disetujui
15271,3723,Cuti Tahunan,2023-10-05,2023-10-14,Disetujui
15272,3723,Cuti Tahunan,2025-04-05,2025-04-09,Disetujui
15273,3725,Cuti Sakit,2026-05-11,2026-05-15,Disetujui
15274,3725,Cuti Sakit,2026-10-25,2026-10-31,Disetujui
15275,3726,Cuti Tahunan,2022-08-20,2022-08-26,Ditolak
15276,3726,Cuti Tahunan,2025-02-07,2025-02-19,Disetujui
15277,3726,Cuti Tahunan,2026-03-03,2026-03-06,Disetujui
15278,3727,Cuti Alasan Penting,2025-09-20,2025-09-24,Menunggu
15279,3729,Cuti Sakit,2023-05-07,2023-05-08,Disetujui
15280,3729,Cuti Besar,2024-02-09,2024-02-29,Disetujui
15281,3729,Cuti Sakit,2025-01-15,2025-01-22,Disetujui
15282,3729,Cuti Sakit,2026-01-13,2026-01-15,Disetujui
15283,3730,Cuti Tahunan,2024-12-21,2025-01-02,Menunggu
15284,3730,Cuti Sakit,2024-08-14,2024-08-18,Menunggu
15285,3730,Cuti Tahunan,2025-02-19,2025-03-02,Disetujui
15286,3730,Cuti Sakit,2026-01-08,2026-01-15,Menunggu
15287,3731,Cuti Tahunan,2023-12-09,2023-12-20,Disetujui
15288,3731,Cuti Melahirkan,2024-10-05,2025-01-03,Disetujui
15289,3731,Cuti Tahunan,2024-04-12,2024-04-21,Disetujui
15290,3732,Cuti Sakit,2025-02-08,2025-02-11,Disetujui
15291,3732,Cuti Tahunan,2026-03-12,2026-03-24,Disetujui
15292,3733,Cuti Tahunan,2022-06-19,2022-06-28,Disetujui
15293,3733,Cuti Sakit,2023-04-24,2023-04-27,Disetujui
15294,3733,Cuti Tahunan,2024-07-25,2024-07-31,Disetujui
15295,3733,Cuti Tahunan,2025-10-04,2025-10-15,Disetujui
15296,3735,Cuti Tahunan,2023-05-08,2023-05-14,Disetujui
15297,3735,Cuti Sakit,2023-02-14,2023-02-20,Disetujui
15298,3735,Cuti Tahunan,2025-11-15,2025-11-20,Disetujui
15299,3735,Cuti Alasan Penting,2025-12-24,2025-12-29,Disetujui
15300,3736,Cuti Tahunan,2022-12-02,2022-12-12,Disetujui
15301,3736,Cuti Besar,2022-08-11,2022-09-10,Disetujui
15302,3736,Cuti Sakit,2023-11-17,2023-11-18,Disetujui
15303,3736,Cuti Tahunan,2024-11-23,2024-11-28,Disetujui
15304,3736,Cuti Tahunan,2025-05-25,2025-06-05,Disetujui
15305,3736,Cuti Tahunan,2026-09-05,2026-09-17,Disetujui
15306,3736,Cuti Tahunan,2026-10-08,2026-10-12,Disetujui
15307,3737,Cuti Tahunan,2022-03-24,2022-03-28,Disetujui
15308,3737,Cuti Tahunan,2022-05-22,2022-06-03,Disetujui
15309,3737,Cuti Besar,2023-02-05,2023-02-27,Ditolak
15310,3737,Cuti Tahunan,2025-02-20,2025-03-03,Disetujui
15311,3738,Cuti Tahunan,2022-03-19,2022-03-28,Disetujui
15312,3738,Cuti Sakit,2023-02-02,2023-02-04,Disetujui
15313,3738,Cuti Besar,2024-05-11,2024-06-10,Disetujui
15314,3739,Cuti Tahunan,2023-08-11,2023-08-22,Disetujui
15315,3739,Cuti Melahirkan,2026-08-10,2026-11-08,Disetujui
15316,3740,Cuti Sakit,2022-06-13,2022-06-20,Disetujui
15317,3740,Cuti Tahunan,2023-01-12,2023-01-14,Disetujui
15318,3740,Cuti Melahirkan,2025-09-05,2025-12-04,Disetujui
15319,3740,Cuti Tahunan,2026-12-20,2027-01-01,Disetujui
15320,3740,Cuti Alasan Penting,2026-03-02,2026-03-07,Disetujui
15321,3741,Cuti Alasan Penting,2023-09-04,2023-09-08,Disetujui
15322,3741,Cuti Sakit,2024-08-18,2024-08-22,Disetujui
15323,3741,Cuti Tahunan,2026-06-05,2026-06-09,Disetujui
15324,3742,Cuti Tahunan,2023-11-05,2023-11-08,Disetujui
15325,3742,Cuti Tahunan,2024-10-19,2024-10-25,Disetujui
15326,3742,Cuti Tahunan,2025-01-16,2025-01-22,Disetujui
15327,3742,Cuti Alasan Penting,2026-07-11,2026-07-13,Disetujui
15328,3743,Cuti Sakit,2022-06-17,2022-06-20,Disetujui
15329,3743,Cuti Tahunan,2023-05-09,2023-05-20,Disetujui
15330,3743,Cuti Alasan Penting,2024-02-04,2024-02-09,Disetujui
15331,3743,Cuti Tahunan,2025-05-05,2025-05-13,Disetujui
15332,3743,Cuti Sakit,2025-02-12,2025-02-17,Disetujui
15333,3744,Cuti Tahunan,2023-01-03,2023-01-05,Disetujui
15334,3744,Cuti Tahunan,2023-06-23,2023-07-01,Disetujui
15335,3744,Cuti Besar,2024-02-20,2024-03-11,Disetujui
15336,3744,Cuti Sakit,2024-04-05,2024-04-10,Disetujui
15337,3745,Cuti Tahunan,2022-07-06,2022-07-12,Disetujui
15338,3745,Cuti Tahunan,2022-01-06,2022-01-17,Disetujui
15339,3745,Cuti Alasan Penting,2024-09-15,2024-09-19,Disetujui
15340,3745,Cuti Tahunan,2026-02-03,2026-02-15,Disetujui
15341,3745,Cuti Tahunan,2026-09-17,2026-09-22,Disetujui
15342,3746,Cuti Sakit,2025-10-11,2025-10-16,Disetujui
15343,3746,Cuti Tahunan,2026-05-23,2026-05-25,Disetujui
15344,3747,Cuti Sakit,2022-02-21,2022-02-26,Disetujui
15345,3747,Cuti Sakit,2023-07-22,2023-07-24,Disetujui
15346,3747,Cuti Tahunan,2024-09-11,2024-09-21,Disetujui
15347,3747,Cuti Tahunan,2024-06-06,2024-06-14,Disetujui
15348,3747,Cuti Tahunan,2025-06-19,2025-06-21,Ditolak
15349,3747,Cuti Besar,2025-02-24,2025-03-16,Disetujui
15350,3747,Cuti Tahunan,2026-11-10,2026-11-20,Disetujui
15351,3747,Cuti Sakit,2026-11-25,2026-11-27,Disetujui
15352,3748,Cuti Besar,2023-08-25,2023-09-22,Disetujui
15353,3748,Cuti Tahunan,2024-09-11,2024-09-18,Disetujui
15354,3748,Cuti Tahunan,2026-03-22,2026-03-26,Disetujui
15355,3749,Cuti Tahunan,2022-12-06,2022-12-14,Ditolak
15356,3749,Cuti Besar,2022-04-18,2022-05-08,Disetujui
15357,3749,Cuti Sakit,2023-09-21,2023-09-25,Disetujui
15358,3749,Cuti Tahunan,2024-09-13,2024-09-22,Disetujui
15359,3749,Cuti Tahunan,2024-09-21,2024-09-29,Disetujui
15360,3749,Cuti Sakit,2025-06-11,2025-06-13,Disetujui
15361,3749,Cuti Besar,2026-06-17,2026-07-08,Disetujui
15362,3750,Cuti Tahunan,2022-08-05,2022-08-16,Disetujui
15363,3750,Cuti Melahirkan,2022-07-05,2022-10-03,Disetujui
15364,3750,Cuti Besar,2024-08-22,2024-09-21,Disetujui
15365,3750,Cuti Besar,2025-11-11,2025-12-02,Disetujui
15366,3750,Cuti Sakit,2025-11-18,2025-11-19,Disetujui
15367,3750,Cuti Besar,2026-01-22,2026-02-20,Disetujui
15368,3751,Cuti Tahunan,2022-06-09,2022-06-20,Disetujui
15369,3751,Cuti Tahunan,2024-03-12,2024-03-23,Disetujui
15370,3751,Cuti Tahunan,2026-05-14,2026-05-20,Disetujui
15371,3751,Cuti Tahunan,2026-09-21,2026-09-24,Disetujui
15372,3752,Cuti Tahunan,2022-08-21,2022-08-25,Menunggu
15373,3752,Cuti Sakit,2022-03-16,2022-03-18,Disetujui
15374,3752,Cuti Tahunan,2024-11-23,2024-12-03,Disetujui
15375,3752,Cuti Tahunan,2024-01-09,2024-01-20,Disetujui
15376,3752,Cuti Tahunan,2025-01-20,2025-01-24,Disetujui
15377,3752,Cuti Tahunan,2025-07-09,2025-07-17,Disetujui
15378,3752,Cuti Tahunan,2026-04-25,2026-05-03,Disetujui
15379,3753,Cuti Alasan Penting,2023-08-09,2023-08-11,Disetujui
15380,3753,Cuti Tahunan,2024-08-01,2024-08-12,Disetujui
15381,3753,Cuti Tahunan,2024-12-13,2024-12-24,Disetujui
15382,3753,Cuti Tahunan,2025-09-21,2025-10-01,Disetujui
15383,3753,Cuti Tahunan,2025-08-10,2025-08-19,Disetujui
15384,3753,Cuti Sakit,2026-10-24,2026-10-26,Disetujui
15385,3754,Cuti Tahunan,2022-02-11,2022-02-17,Disetujui
15386,3754,Cuti Sakit,2023-03-17,2023-03-24,Disetujui
15387,3754,Cuti Tahunan,2024-05-18,2024-05-30,Ditolak
15388,3754,Cuti Melahirkan,2024-11-08,2025-02-06,Disetujui
15389,3754,Cuti Tahunan,2025-06-24,2025-07-06,Disetujui
15390,3755,Cuti Sakit,2025-09-15,2025-09-19,Disetujui
15391,3755,Cuti Sakit,2025-02-17,2025-02-24,Disetujui
15392,3755,Cuti Sakit,2026-08-06,2026-08-07,Disetujui
15393,3756,Cuti Tahunan,2022-04-01,2022-04-10,Disetujui
15394,3756,Cuti Sakit,2023-07-17,2023-07-23,Disetujui
15395,3756,Cuti Besar,2025-08-03,2025-08-31,Disetujui
15396,3756,Cuti Sakit,2025-11-23,2025-11-24,Disetujui
15397,3756,Cuti Tahunan,2026-04-14,2026-04-23,Disetujui
15398,3757,Cuti Sakit,2023-10-22,2023-10-27,Disetujui
15399,3757,Cuti Sakit,2024-04-20,2024-04-23,Disetujui
15400,3757,Cuti Sakit,2025-06-23,2025-06-26,Disetujui
15401,3757,Cuti Tahunan,2026-01-12,2026-01-19,Disetujui
15402,3758,Cuti Besar,2022-11-10,2022-12-06,Disetujui
15403,3758,Cuti Tahunan,2022-11-15,2022-11-18,Menunggu
15404,3758,Cuti Tahunan,2023-07-11,2023-07-20,Disetujui
15405,3758,Cuti Sakit,2026-06-14,2026-06-19,Disetujui
15406,3759,Cuti Sakit,2022-03-23,2022-03-27,Disetujui
15407,3759,Cuti Tahunan,2022-10-03,2022-10-06,Disetujui
15408,3759,Cuti Sakit,2023-03-05,2023-03-12,Disetujui
15409,3759,Cuti Besar,2025-11-10,2025-12-04,Disetujui
15410,3759,Cuti Tahunan,2026-01-13,2026-01-19,Disetujui
15411,3760,Cuti Sakit,2022-12-04,2022-12-11,Disetujui
15412,3760,Cuti Tahunan,2023-06-17,2023-06-21,Disetujui
15413,3760,Cuti Alasan Penting,2025-08-19,2025-08-23,Disetujui
15414,3760,Cuti Besar,2026-06-25,2026-07-20,Disetujui
15415,3761,Cuti Melahirkan,2022-12-10,2023-03-10,Disetujui
15416,3761,Cuti Tahunan,2023-05-05,2023-05-17,Ditolak
15417,3761,Cuti Tahunan,2024-03-10,2024-03-22,Ditolak
15418,3761,Cuti Sakit,2024-05-18,2024-05-19,Disetujui
15419,3762,Cuti Tahunan,2022-09-13,2022-09-25,Disetujui
15420,3762,Cuti Tahunan,2022-11-14,2022-11-21,Disetujui
15421,3762,Cuti Alasan Penting,2023-02-09,2023-02-14,Menunggu
15422,3762,Cuti Sakit,2023-06-16,2023-06-20,Ditolak
15423,3762,Cuti Sakit,2024-07-14,2024-07-19,Disetujui
15424,3762,Cuti Alasan Penting,2026-10-17,2026-10-19,Disetujui
15425,3763,Cuti Alasan Penting,2022-10-18,2022-10-20,Disetujui
15426,3763,Cuti Sakit,2023-08-03,2023-08-07,Disetujui
15427,3763,Cuti Alasan Penting,2024-07-16,2024-07-21,Disetujui
15428,3763,Cuti Tahunan,2025-11-01,2025-11-08,Disetujui
15429,3763,Cuti Tahunan,2025-05-17,2025-05-24,Disetujui
15430,3763,Cuti Tahunan,2026-02-06,2026-02-15,Ditolak
15431,3763,Cuti Besar,2026-04-14,2026-05-12,Disetujui
15432,3764,Cuti Tahunan,2022-05-18,2022-05-21,Disetujui
15433,3764,Cuti Sakit,2023-09-21,2023-09-22,Disetujui
15434,3764,Cuti Tahunan,2024-01-17,2024-01-28,Disetujui
15435,3764,Cuti Tahunan,2026-10-19,2026-10-21,Disetujui
15436,3765,Cuti Alasan Penting,2022-01-07,2022-01-11,Disetujui
15437,3765,Cuti Sakit,2023-01-21,2023-01-22,Disetujui
15438,3765,Cuti Besar,2023-09-22,2023-10-13,Disetujui
15439,3765,Cuti Besar,2024-05-09,2024-05-29,Disetujui
15440,3765,Cuti Sakit,2025-03-07,2025-03-09,Disetujui
15441,3765,Cuti Sakit,2026-05-13,2026-05-16,Disetujui
15442,3765,Cuti Tahunan,2026-12-10,2026-12-17,Disetujui
15443,3766,Cuti Tahunan,2023-04-19,2023-04-30,Disetujui
15444,3766,Cuti Tahunan,2023-03-15,2023-03-24,Disetujui
15445,3766,Cuti Tahunan,2025-04-05,2025-04-07,Disetujui
15446,3766,Cuti Tahunan,2026-07-17,2026-07-26,Disetujui
15447,3767,Cuti Tahunan,2023-12-22,2023-12-31,Disetujui
15448,3767,Cuti Tahunan,2025-04-10,2025-04-12,Disetujui
15449,3767,Cuti Besar,2025-04-12,2025-05-04,Disetujui
15450,3767,Cuti Tahunan,2026-01-04,2026-01-15,Disetujui
15451,3767,Cuti Besar,2026-08-19,2026-09-11,Disetujui
15452,3768,Cuti Tahunan,2026-12-13,2026-12-23,Ditolak
15453,3768,Cuti Tahunan,2026-05-14,2026-05-21,Disetujui
15454,3770,Cuti Tahunan,2025-07-13,2025-07-17,Disetujui
15455,3770,Cuti Tahunan,2025-02-21,2025-02-26,Menunggu
15456,3770,Cuti Tahunan,2026-01-23,2026-01-29,Disetujui
15457,3771,Cuti Tahunan,2022-10-01,2022-10-06,Disetujui
15458,3771,Cuti Tahunan,2024-10-12,2024-10-16,Disetujui
15459,3771,Cuti Sakit,2024-05-04,2024-05-07,Disetujui
15460,3771,Cuti Tahunan,2025-10-17,2025-10-29,Disetujui
15461,3771,Cuti Tahunan,2025-12-10,2025-12-17,Disetujui
15462,3772,Cuti Sakit,2022-06-02,2022-06-06,Disetujui
15463,3772,Cuti Tahunan,2022-03-22,2022-03-29,Disetujui
15464,3772,Cuti Sakit,2023-12-06,2023-12-12,Ditolak
15465,3772,Cuti Besar,2024-10-06,2024-10-31,Disetujui
15466,3772,Cuti Sakit,2025-05-13,2025-05-16,Disetujui
15467,3772,Cuti Sakit,2026-09-17,2026-09-20,Disetujui
15468,3772,Cuti Sakit,2026-01-08,2026-01-10,Disetujui
15469,3773,Cuti Tahunan,2022-07-05,2022-07-14,Disetujui
15470,3773,Cuti Tahunan,2022-03-03,2022-03-11,Disetujui
15471,3773,Cuti Sakit,2024-02-09,2024-02-14,Disetujui
15472,3773,Cuti Tahunan,2025-03-01,2025-03-13,Disetujui
15473,3773,Cuti Tahunan,2026-09-10,2026-09-19,Disetujui
15474,3774,Cuti Besar,2022-08-03,2022-08-28,Menunggu
15475,3774,Cuti Sakit,2022-03-03,2022-03-04,Ditolak
15476,3774,Cuti Alasan Penting,2023-09-12,2023-09-15,Disetujui
15477,3774,Cuti Tahunan,2024-12-22,2025-01-01,Menunggu
15478,3774,Cuti Alasan Penting,2025-12-17,2025-12-19,Disetujui
15479,3774,Cuti Tahunan,2025-02-03,2025-02-15,Disetujui
15480,3774,Cuti Sakit,2026-10-02,2026-10-05,Disetujui
15481,3774,Cuti Tahunan,2026-09-14,2026-09-19,Disetujui
15482,3775,Cuti Tahunan,2022-10-02,2022-10-04,Disetujui
15483,3775,Cuti Tahunan,2023-01-12,2023-01-14,Disetujui
15484,3775,Cuti Sakit,2024-09-12,2024-09-19,Disetujui
15485,3775,Cuti Tahunan,2025-06-19,2025-06-26,Disetujui
15486,3775,Cuti Tahunan,2026-07-08,2026-07-10,Disetujui
15487,3775,Cuti Tahunan,2026-12-10,2026-12-14,Disetujui
15488,3776,Cuti Tahunan,2022-03-13,2022-03-22,Disetujui
15489,3776,Cuti Sakit,2025-01-03,2025-01-04,Disetujui
15490,3776,Cuti Tahunan,2025-10-19,2025-10-30,Disetujui
15491,3776,Cuti Tahunan,2026-05-10,2026-05-15,Disetujui
15492,3776,Cuti Sakit,2026-12-23,2026-12-25,Disetujui
15493,3778,Cuti Alasan Penting,2022-01-06,2022-01-11,Disetujui
15494,3778,Cuti Tahunan,2023-01-17,2023-01-24,Disetujui
15495,3778,Cuti Besar,2024-07-13,2024-08-05,Menunggu
15496,3778,Cuti Tahunan,2026-01-23,2026-01-25,Disetujui
15497,3778,Cuti Tahunan,2026-09-17,2026-09-21,Disetujui
15498,3779,Cuti Melahirkan,2025-08-03,2025-11-01,Disetujui
15499,3779,Cuti Tahunan,2026-04-12,2026-04-24,Disetujui
15500,3780,Cuti Tahunan,2026-02-17,2026-02-24,Disetujui
15501,3781,Cuti Tahunan,2022-09-06,2022-09-09,Menunggu
15502,3781,Cuti Sakit,2023-11-16,2023-11-23,Disetujui
15503,3781,Cuti Tahunan,2024-06-01,2024-06-07,Disetujui
15504,3781,Cuti Tahunan,2024-09-23,2024-09-27,Ditolak
15505,3781,Cuti Sakit,2025-06-01,2025-06-02,Disetujui
15506,3781,Cuti Sakit,2026-05-25,2026-06-01,Menunggu
15507,3781,Cuti Tahunan,2026-10-07,2026-10-11,Disetujui
15508,3782,Cuti Tahunan,2025-07-09,2025-07-17,Disetujui
15509,3782,Cuti Tahunan,2025-05-11,2025-05-19,Disetujui
15510,3782,Cuti Tahunan,2026-12-02,2026-12-12,Disetujui
15511,3783,Cuti Alasan Penting,2023-12-04,2023-12-06,Disetujui
15512,3783,Cuti Tahunan,2026-06-11,2026-06-20,Disetujui
15513,3784,Cuti Sakit,2022-06-18,2022-06-24,Disetujui
15514,3784,Cuti Sakit,2023-10-03,2023-10-10,Disetujui
15515,3784,Cuti Tahunan,2023-12-11,2023-12-17,Disetujui
15516,3784,Cuti Sakit,2024-02-15,2024-02-22,Disetujui
15517,3784,Cuti Tahunan,2025-11-01,2025-11-06,Disetujui
15518,3785,Cuti Tahunan,2022-06-18,2022-06-26,Disetujui
15519,3785,Cuti Sakit,2022-06-22,2022-06-27,Disetujui
15520,3785,Cuti Tahunan,2023-10-13,2023-10-17,Disetujui
15521,3785,Cuti Besar,2024-01-25,2024-02-18,Disetujui
15522,3785,Cuti Tahunan,2024-05-03,2024-05-06,Disetujui
15523,3785,Cuti Tahunan,2026-05-22,2026-05-27,Disetujui
15524,3786,Cuti Tahunan,2024-01-15,2024-01-23,Disetujui
15525,3786,Cuti Alasan Penting,2025-05-01,2025-05-05,Disetujui
15526,3786,Cuti Tahunan,2026-09-13,2026-09-16,Disetujui
15527,3787,Cuti Alasan Penting,2025-03-25,2025-03-30,Disetujui
15528,3787,Cuti Sakit,2025-05-25,2025-05-30,Disetujui
15529,3787,Cuti Tahunan,2026-06-23,2026-07-01,Disetujui
15530,3788,Cuti Tahunan,2022-02-08,2022-02-17,Disetujui
15531,3788,Cuti Tahunan,2023-03-09,2023-03-15,Disetujui
15532,3788,Cuti Tahunan,2026-01-23,2026-02-01,Disetujui
15533,3788,Cuti Tahunan,2026-01-04,2026-01-09,Disetujui
15534,3789,Cuti Tahunan,2025-08-05,2025-08-14,Disetujui
15535,3790,Cuti Alasan Penting,2022-07-24,2022-07-26,Menunggu
15536,3790,Cuti Alasan Penting,2022-07-25,2022-07-29,Disetujui
15537,3790,Cuti Tahunan,2023-04-18,2023-04-27,Disetujui
15538,3790,Cuti Tahunan,2025-07-24,2025-08-05,Disetujui
15539,3790,Cuti Tahunan,2026-02-24,2026-03-01,Disetujui
15540,3791,Cuti Sakit,2022-01-07,2022-01-08,Disetujui
15541,3791,Cuti Tahunan,2024-07-08,2024-07-14,Ditolak
15542,3791,Cuti Tahunan,2026-05-07,2026-05-11,Disetujui
15543,3791,Cuti Alasan Penting,2026-09-06,2026-09-11,Disetujui
15544,3792,Cuti Besar,2022-12-03,2023-01-02,Disetujui
15545,3792,Cuti Sakit,2023-11-09,2023-11-10,Disetujui
15546,3792,Cuti Alasan Penting,2024-02-02,2024-02-06,Disetujui
15547,3792,Cuti Sakit,2024-03-02,2024-03-03,Disetujui
15548,3792,Cuti Sakit,2025-09-14,2025-09-18,Disetujui
15549,3792,Cuti Tahunan,2025-07-17,2025-07-21,Disetujui
15550,3792,Cuti Alasan Penting,2026-07-21,2026-07-26,Menunggu
15551,3792,Cuti Alasan Penting,2026-04-12,2026-04-15,Menunggu
15552,3793,Cuti Tahunan,2025-07-13,2025-07-25,Disetujui
15553,3793,Cuti Tahunan,2026-02-07,2026-02-14,Disetujui
15554,3794,Cuti Tahunan,2023-08-23,2023-09-04,Ditolak
15555,3794,Cuti Tahunan,2024-04-15,2024-04-19,Disetujui
15556,3794,Cuti Sakit,2025-12-01,2025-12-02,Menunggu
15557,3794,Cuti Besar,2026-11-20,2026-12-20,Disetujui
15558,3794,Cuti Tahunan,2026-08-11,2026-08-17,Disetujui
15559,3795,Cuti Sakit,2025-11-07,2025-11-09,Disetujui
15560,3795,Cuti Tahunan,2026-01-09,2026-01-15,Disetujui
15561,3796,Cuti Sakit,2022-10-05,2022-10-11,Disetujui
15562,3796,Cuti Melahirkan,2022-01-17,2022-04-17,Disetujui
15563,3796,Cuti Tahunan,2024-05-10,2024-05-17,Menunggu
15564,3796,Cuti Alasan Penting,2026-10-07,2026-10-11,Disetujui
15565,3797,Cuti Tahunan,2022-03-04,2022-03-14,Disetujui
15566,3797,Cuti Sakit,2022-01-20,2022-01-22,Disetujui
15567,3797,Cuti Melahirkan,2024-09-09,2024-12-08,Disetujui
15568,3797,Cuti Besar,2024-07-17,2024-08-08,Disetujui
15569,3797,Cuti Tahunan,2025-08-21,2025-08-23,Menunggu
15570,3797,Cuti Melahirkan,2026-09-21,2026-12-20,Menunggu
15571,3798,Cuti Sakit,2023-07-20,2023-07-26,Disetujui
15572,3798,Cuti Sakit,2024-12-09,2024-12-11,Menunggu
15573,3798,Cuti Alasan Penting,2026-05-08,2026-05-11,Disetujui
