"riwayat_jabatan_id","pegawai_id","jabatan_id","instansi_id","tanggal_mulai","tanggal_selesai"
86997,4591,10,44,2018-06-02,2021-06-02
86998,4591,1,44,2021-06-02,
86999,4592,5,33,2025-01-04,
87000,4593,14,24,2022-11-18,
87001,4594,10,32,2023-05-07,
87002,4595,2,39,2002-01-07,2008-01-07
87003,4595,20,39,2008-01-07,2014-01-07
87004,4595,10,39,2014-01-07,2020-01-07
87005,4595,14,39,2020-01-07,
87006,4596,21,17,2022-02-15,
87007,4597,8,6,1989-06-24,1998-06-24
87008,4597,11,6,1998-06-24,2007-06-24
87009,4597,7,6,2007-06-24,2016-06-24
87010,4597,18,6,2016-06-24,
87011,4598,22,30,2020-07-10,2023-07-10
87012,4598,17,30,2023-07-10,
87013,4599,1,10,2012-09-05,2016-09-05
87014,4599,17,10,2016-09-05,2020-09-05
87015,4599,22,10,2020-09-05,
87016,4600,16,4,2022-03-20,
87017,4601,20,19,2026-07-17,
87018,4602,8,8,2021-08-14,2023-08-14
87019,4602,1,8,2023-08-14,
87020,4603,8,3,1994-06-18,2002-06-18
87021,4603,13,3,2002-06-18,2010-06-18
87022,4603,1,3,2010-06-18,2018-06-18
87023,4603,17,3,2018-06-18,
87024,4604,4,32,2012-03-14,2016-03-14
87025,4604,7,32,2016-03-14,2020-03-14
87026,4604,22,32,2020-03-14,
87027,4605,6,27,2014-04-08,2018-04-08
87028,4605,16,27,2018-04-08,2022-04-08
87029,4605,17,27,2022-04-08,
87030,4606,20,36,2023-07-27,
87031,4607,21,47,2025-06-16,
87032,4608,10,16,2011-01-17,2016-01-17
87033,4608,23,16,2016-01-17,2021-01-17
87034,4608,16,16,2021-01-17,
87035,4609,7,25,1991-06-18,1999-06-18
87036,4609,22,25,1999-06-18,2007-06-18
87037,4609,23,25,2007-06-18,2015-06-18
87038,4609,6,25,2015-06-18,
87039,4610,11,33,2022-10-20,
87040,4611,10,23,2011-11-08,2016-11-08
87041,4611,12,23,2016-11-08,2021-11-08
87042,4611,2,23,2021-11-08,
87043,4612,6,40,2021-10-16,2023-10-16
87044,4612,8,40,2023-10-16,
87045,4613,3,29,2025-09-20,
87046,4614,22,39,2017-12-28,2021-12-28
87047,4614,20,39,2021-12-28,
87048,4615,14,39,2024-02-14,
87049,4616,7,2,2025-01-05,
87050,4617,18,8,2000-10-28,2006-10-28
87051,4617,17,8,2006-10-28,2012-10-28
87052,4617,14,8,2012-10-28,2018-10-28
87053,4617,1,8,2018-10-28,
87054,4618,2,7,1991-06-14,1999-06-14
87055,4618,22,7,1999-06-14,2007-06-14
87056,4618,9,7,2007-06-14,2015-06-14
87057,4618,13,7,2015-06-14,
87058,4619,1,22,2018-11-07,2022-11-07
87059,4619,18,22,2022-11-07,
87060,4620,17,6,2025-08-11,
87061,4621,18,19,2022-07-02,
87062,4622,7,6,2026-01-17,
87063,4623,15,41,2025-03-18,
87064,4624,5,17,2022-10-11,
87065,4625,15,20,2022-05-18,
87066,4626,20,15,2025-07-05,
87067,4627,11,36,2009-08-13,2014-08-13
87068,4627,20,36,2014-08-13,2019-08-13
87069,4627,4,36,2019-08-13,
87070,4628,5,27,2024-12-10,
87071,4629,22,35,1998-09-18,2005-09-18
87072,4629,13,35,2005-09-18,2012-09-18
87073,4629,3,35,2012-09-18,2019-09-18
87074,4629,20,35,2019-09-18,
87075,4630,7,22,1999-08-03,2005-08-03
87076,4630,12,22,2005-08-03,2011-08-03
87077,4630,2,22,2011-08-03,2017-08-03
87078,4630,23,22,2017-08-03,
87079,4631,21,13,2000-04-16,2006-04-16
87080,4631,1,13,2006-04-16,2012-04-16
87081,4631,13,13,2012-04-16,2018-04-16
87082,4631,17,13,2018-04-16,
87083,4632,10,38,2024-03-20,
87084,4633,13,13,1998-04-17,2005-04-17
87085,4633,16,13,2005-04-17,2012-04-17
87086,4633,4,13,2012-04-17,2019-04-17
87087,4633,15,13,2019-04-17,
87088,4634,3,5,2018-10-06,2022-10-06
87089,4634,23,5,2022-10-06,
87090,4635,16,45,2013-10-07,2017-10-07
87091,4635,17,45,2017-10-07,2021-10-07
87092,4635,18,45,2021-10-07,
87093,4636,12,4,2021-02-27,2023-02-27
87094,4636,16,4,2023-02-27,
87095,4637,1,10,2013-06-23,2017-06-23
87096,4637,16,10,2017-06-23,2021-06-23
87097,4637,12,10,2021-06-23,
87098,4638,1,11,2025-05-23,
87099,4639,22,12,2020-11-06,2023-11-06
87100,4639,16,12,2023-11-06,
87101,4640,4,8,2008-01-11,2014-01-11
87102,4640,20,8,2014-01-11,2020-01-11
87103,4640,18,8,2020-01-11,
87104,4641,5,28,2024-11-08,
87105,4642,12,5,2018-12-16,2022-12-16
87106,4642,10,5,2022-12-16,
87107,4643,7,32,2006-02-19,2011-02-19
87108,4643,17,32,2011-02-19,2016-02-19
87109,4643,9,32,2016-02-19,2021-02-19
87110,4643,20,32,2021-02-19,
87111,4644,4,9,2014-01-02,2018-01-02
87112,4644,5,9,2018-01-02,2022-01-02
87113,4644,11,9,2022-01-02,
87114,4645,3,3,2018-01-27,2022-01-27
87115,4645,19,3,2022-01-27,
87116,4646,6,4,2013-09-12,2017-09-12
87117,4646,14,4,2017-09-12,2021-09-12
87118,4646,23,4,2021-09-12,
87119,4647,14,35,2014-07-24,2018-07-24
87120,4647,13,35,2018-07-24,2022-07-24
87121,4647,17,35,2022-07-24,
87122,4648,20,29,2016-02-05,2019-02-05
87123,4648,15,29,2019-02-05,2022-02-05
87124,4648,9,29,2022-02-05,
87125,4649,9,41,2026-04-01,
87126,4650,22,19,2025-12-13,
87127,4651,8,28,2025-03-07,
87128,4652,5,4,2018-10-20,2022-10-20
87129,4652,18,4,2022-10-20,
87130,4653,15,33,2009-07-11,2014-07-11
87131,4653,2,33,2014-07-11,2019-07-11
87132,4653,21,33,2019-07-11,
87133,4654,7,44,2021-12-18,2023-12-18
87134,4654,20,44,2023-12-18,
87135,4655,5,33,2020-08-14,2023-08-14
87136,4655,22,33,2023-08-14,
87137,4656,8,24,2000-05-06,2006-05-06
87138,4656,23,24,2006-05-06,2012-05-06
87139,4656,12,24,2012-05-06,2018-05-06
87140,4656,18,24,2018-05-06,
87141,4657,17,37,2016-12-08,2019-12-08
87142,4657,3,37,2019-12-08,2022-12-08
87143,4657,21,37,2022-12-08,
87144,4658,13,1,2013-10-05,2017-10-05
87145,4658,1,1,2017-10-05,2021-10-05
87146,4658,6,1,2021-10-05,
87147,4659,6,23,2006-03-08,2011-03-08
87148,4659,22,23,2011-03-08,2016-03-08
87149,4659,11,23,2016-03-08,2021-03-08
87150,4659,4,23,2021-03-08,
87151,4660,4,9,2008-03-09,2014-03-09
87152,4660,20,9,2014-03-09,2020-03-09
87153,4660,22,9,2020-03-09,
87154,4661,10,2,2018-02-02,2022-02-02
87155,4661,2,2,2022-02-02,
87156,4662,9,34,2024-04-15,
87157,4663,13,42,2004-06-18,2009-06-18
87158,4663,20,42,2009-06-18,2014-06-18
87159,4663,17,42,2014-06-18,2019-06-18
87160,4663,21,42,2019-06-18,
87161,4664,7,2,2019-10-21,2022-10-21
87162,4664,12,2,2022-10-21,
87163,4665,13,45,2021-03-26,2023-03-26
87164,4665,21,45,2023-03-26,
87165,4666,3,20,2019-03-23,2022-03-23
87166,4666,11,20,2022-03-23,
87167,4667,18,24,2017-10-03,2021-10-03
87168,4667,8,24,2021-10-03,
87169,4668,12,12,2024-01-08,
87170,4669,22,28,2025-10-11,
87171,4670,9,35,2026-04-17,
87172,4671,2,15,2008-03-19,2014-03-19
87173,4671,3,15,2014-03-19,2020-03-19
87174,4671,14,15,2020-03-19,
87175,4672,18,17,2023-04-07,
87176,4673,11,33,1999-06-03,2005-06-03
87177,4673,16,33,2005-06-03,2011-06-03
87178,4673,13,33,2011-06-03,2017-06-03
87179,4673,2,33,2017-06-03,
87180,4674,10,2,2018-08-02,2022-08-02
87181,4674,4,2,2022-08-02,
87182,4675,10,29,2008-02-14,2014-02-14
87183,4675,12,29,2014-02-14,2020-02-14
87184,4675,1,29,2020-02-14,
87185,4676,13,5,2014-02-10,2018-02-10
87186,4676,20,5,2018-02-10,2022-02-10
87187,4676,19,5,2022-02-10,
87188,4677,12,13,2025-01-28,
87189,4678,5,21,2026-04-09,
87190,4679,11,16,2021-02-02,2023-02-02
87191,4679,12,16,2023-02-02,
87192,4680,22,15,2020-08-10,2023-08-10
87193,4680,16,15,2023-08-10,
87194,4681,20,47,2010-07-11,2015-07-11
87195,4681,7,47,2015-07-11,2020-07-11
87196,4681,5,47,2020-07-11,
87197,4682,15,36,1998-01-25,2005-01-25
87198,4682,5,36,2005-01-25,2012-01-25
87199,4682,10,36,2012-01-25,2019-01-25
87200,4682,17,36,2019-01-25,
87201,4683,3,1,2025-04-14,
87202,4684,18,7,2024-05-18,
87203,4685,6,16,2010-06-13,2015-06-13
87204,4685,17,16,2015-06-13,2020-06-13
87205,4685,12,16,2020-06-13,
87206,4686,11,13,2025-08-21,
87207,4687,6,41,2020-12-04,2023-12-04
87208,4687,2,41,2023-12-04,
87209,4688,10,22,2024-08-23,
87210,4689,12,8,1995-05-21,2002-05-21
87211,4689,20,8,2002-05-21,2009-05-21
87212,4689,18,8,2009-05-21,2016-05-21
87213,4689,5,8,2016-05-21,
87214,4690,23,16,2024-02-25,
87215,4691,21,41,2011-08-03,2016-08-03
87216,4691,10,41,2016-08-03,2021-08-03
87217,4691,20,41,2021-08-03,
87218,4692,23,5,2019-06-14,2022-06-14
87219,4692,12,5,2022-06-14,
87220,4693,1,11,2019-03-28,2022-03-28
87221,4693,21,11,2022-03-28,
87222,4694,7,44,2026-03-12,
87223,4695,14,20,2007-09-20,2013-09-20
87224,4695,1,20,2013-09-20,2019-09-20
87225,4695,9,20,2019-09-20,
87226,4696,6,28,2022-05-27,
87227,4697,22,22,2022-08-14,
87228,4698,5,47,2019-09-06,2022-09-06
87229,4698,4,47,2022-09-06,
87230,4699,3,6,2016-03-27,2019-03-27
87231,4699,22,6,2019-03-27,2022-03-27
87232,4699,6,6,2022-03-27,
87233,4700,21,39,2023-07-01,
87234,4701,4,38,2016-10-24,2019-10-24
87235,4701,23,38,2019-10-24,2022-10-24
87236,4701,9,38,2022-10-24,
87237,4702,4,27,2009-01-13,2014-01-13
87238,4702,9,27,2014-01-13,2019-01-13
87239,4702,16,27,2019-01-13,
87240,4703,3,25,2025-09-12,
87241,4704,12,11,2025-07-25,
87242,4705,20,35,2021-08-09,2023-08-09
87243,4705,7,35,2023-08-09,
87244,4706,2,22,2021-01-01,2023-01-01
87245,4706,10,22,2023-01-01,
87246,4707,2,41,2018-07-12,2022-07-12
87247,4707,16,41,2022-07-12,
87248,4708,3,45,2004-12-14,2009-12-14
87249,4708,7,45,2009-12-14,2014-12-14
87250,4708,17,45,2014-12-14,2019-12-14
87251,4708,10,45,2019-12-14,
87252,4709,19,9,2024-10-28,
87253,4710,2,40,2025-05-14,
87254,4711,9,19,2022-06-09,
87255,4712,17,20,2008-08-04,2014-08-04
87256,4712,3,20,2014-08-04,2020-08-04
87257,4712,4,20,2020-08-04,
87258,4713,18,32,2016-06-23,2019-06-23
87259,4713,11,32,2019-06-23,2022-06-23
87260,4713,22,32,2022-06-23,
87261,4714,18,42,2018-09-28,2022-09-28
87262,4714,2,42,2022-09-28,
87263,4715,7,21,2014-11-05,2018-11-05
87264,4715,13,21,2018-11-05,2022-11-05
87265,4715,8,21,2022-11-05,
87266,4716,8,35,2020-08-05,2023-08-05
87267,4716,21,35,2023-08-05,
87268,4717,22,38,2002-04-22,2008-04-22
87269,4717,4,38,2008-04-22,2014-04-22
87270,4717,5,38,2014-04-22,2020-04-22
87271,4717,2,38,2020-04-22,
87272,4718,1,42,2006-07-09,2011-07-09
87273,4718,18,42,2011-07-09,2016-07-09
87274,4718,13,42,2016-07-09,2021-07-09
87275,4718,15,42,2021-07-09,
87276,4719,20,22,2009-12-27,2014-12-27
87277,4719,19,22,2014-12-27,2019-12-27
87278,4719,23,22,2019-12-27,
87279,4720,11,29,2018-09-10,2022-09-10
87280,4720,22,29,2022-09-10,
87281,4721,20,39,2014-10-21,2018-10-21
87282,4721,3,39,2018-10-21,2022-10-21
87283,4721,2,39,2022-10-21,
87284,4722,20,33,2020-01-19,2023-01-19
87285,4722,10,33,2023-01-19,
87286,4723,11,38,2023-04-13,
87287,4724,1,4,2010-01-15,2015-01-15
87288,4724,10,4,2015-01-15,2020-01-15
87289,4724,19,4,2020-01-15,
87290,4725,11,42,2009-06-24,2014-06-24
87291,4725,8,42,2014-06-24,2019-06-24
87292,4725,18,42,2019-06-24,
87293,4726,8,19,2025-11-14,
87294,4727,12,2,2021-12-14,2023-12-14
87295,4727,10,2,2023-12-14,
87296,4728,22,23,2021-04-27,2023-04-27
87297,4728,21,23,2023-04-27,
87298,4729,14,43,2013-04-15,2017-04-15
87299,4729,3,43,2017-04-15,2021-04-15
87300,4729,4,43,2021-04-15,
87301,4730,7,12,2025-04-12,
87302,4731,3,34,2011-05-14,2016-05-14
87303,4731,19,34,2016-05-14,2021-05-14
87304,4731,13,34,2021-05-14,
87305,4732,15,2,2019-08-07,2022-08-07
87306,4732,4,2,2022-08-07,
87307,4733,4,25,1993-04-18,2001-04-18
87308,4733,6,25,2001-04-18,2009-04-18
87309,4733,5,25,2009-04-18,2017-04-18
87310,4733,3,25,2017-04-18,
87311,4734,2,28,2019-10-22,2022-10-22
87312,4734,1,28,2022-10-22,
87313,4735,22,1,2025-04-22,
87314,4736,8,7,1999-11-17,2005-11-17
87315,4736,4,7,2005-11-17,2011-11-17
87316,4736,22,7,2011-11-17,2017-11-17
87317,4736,2,7,2017-11-17,
87318,4737,10,34,2007-03-27,2013-03-27
87319,4737,16,34,2013-03-27,2019-03-27
87320,4737,12,34,2019-03-27,
87321,4738,21,20,1999-09-20,2005-09-20
87322,4738,7,20,2005-09-20,2011-09-20
87323,4738,12,20,2011-09-20,2017-09-20
87324,4738,19,20,2017-09-20,
87325,4739,7,8,2007-04-20,2013-04-20
87326,4739,12,8,2013-04-20,2019-04-20
87327,4739,13,8,2019-04-20,
87328,4740,6,15,2025-06-21,
87329,4741,20,43,2024-02-27,
87330,4742,16,12,2020-04-17,2023-04-17
87331,4742,1,12,2023-04-17,
87332,4743,16,29,2023-08-12,
87333,4744,20,20,2024-01-09,
87334,4745,9,20,2025-01-21,
87335,4746,3,9,2013-09-27,2017-09-27
87336,4746,10,9,2017-09-27,2021-09-27
87337,4746,18,9,2021-09-27,
87338,4747,17,28,2015-06-24,2018-06-24
87339,4747,22,28,2018-06-24,2021-06-24
87340,4747,23,28,2021-06-24,
87341,4748,12,8,2002-08-10,2008-08-10
87342,4748,23,8,2008-08-10,2014-08-10
87343,4748,17,8,2014-08-10,2020-08-10
87344,4748,21,8,2020-08-10,
87345,4749,21,19,2024-12-12,
87346,4750,15,3,2005-02-24,2010-02-24
87347,4750,21,3,2010-02-24,2015-02-24
87348,4750,2,3,2015-02-24,2020-02-24
87349,4750,4,3,2020-02-24,
87350,4751,6,34,2017-03-02,2021-03-02
87351,4751,9,34,2021-03-02,
87352,4752,1,27,2011-02-20,2016-02-20
87353,4752,9,27,2016-02-20,2021-02-20
87354,4752,12,27,2021-02-20,
87355,4753,20,31,2025-03-20,
87356,4754,5,47,2024-04-25,
87357,4755,20,8,1998-01-10,2005-01-10
87358,4755,1,8,2005-01-10,2012-01-10
87359,4755,14,8,2012-01-10,2019-01-10
87360,4755,10,8,2019-01-10,
87361,4756,19,9,2024-10-14,
87362,4757,16,21,2025-06-27,
87363,4758,19,10,2002-04-06,2008-04-06
87364,4758,12,10,2008-04-06,2014-04-06
87365,4758,22,10,2014-04-06,2020-04-06
87366,4758,2,10,2020-04-06,
87367,4759,12,42,2020-09-04,2023-09-04
87368,4759,6,42,2023-09-04,
87369,4760,15,7,2020-02-27,2023-02-27
87370,4760,6,7,2023-02-27,
87371,4761,21,40,2026-03-28,
87372,4762,10,22,2024-07-20,
87373,4763,16,27,2025-05-24,
87374,4764,20,7,2026-02-18,
87375,4765,14,3,2013-09-01,2017-09-01
87376,4765,10,3,2017-09-01,2021-09-01
87377,4765,1,3,2021-09-01,
87378,4766,17,46,2020-04-19,2023-04-19
87379,4766,19,46,2023-04-19,
87380,4767,15,15,2016-12-15,2019-12-15
87381,4767,18,15,2019-12-15,2022-12-15
87382,4767,9,15,2022-12-15,
87383,4768,13,15,2004-07-20,2009-07-20
87384,4768,19,15,2009-07-20,2014-07-20
87385,4768,16,15,2014-07-20,2019-07-20
87386,4768,4,15,2019-07-20,
87387,4769,15,15,2018-09-01,2022-09-01
87388,4769,21,15,2022-09-01,
87389,4770,7,14,2013-11-18,2017-11-18
87390,4770,10,14,2017-11-18,2021-11-18
87391,4770,3,14,2021-11-18,
87392,4771,17,18,2019-11-09,2022-11-09
87393,4771,2,18,2022-11-09,
87394,4772,16,24,2001-05-02,2007-05-02
87395,4772,8,24,2007-05-02,2013-05-02
87396,4772,10,24,2013-05-02,2019-05-02
87397,4772,6,24,2019-05-02,
87398,4773,2,36,2018-01-01,2022-01-01
87399,4773,18,36,2022-01-01,
87400,4774,22,4,2014-10-08,2018-10-08
87401,4774,5,4,2018-10-08,2022-10-08
87402,4774,4,4,2022-10-08,
87403,4775,23,8,1993-06-03,2001-06-03
87404,4775,4,8,2001-06-03,2009-06-03
87405,4775,3,8,2009-06-03,2017-06-03
87406,4775,9,8,2017-06-03,
87407,4776,21,3,2022-01-16,
87408,4777,17,17,2025-03-06,
87409,4778,13,10,2014-01-23,2018-01-23
87410,4778,2,10,2018-01-23,2022-01-23
87411,4778,7,10,2022-01-23,
87412,4779,13,38,2025-09-26,
87413,4780,13,6,2021-07-17,2023-07-17
87414,4780,7,6,2023-07-17,
87415,4781,2,9,2022-01-04,
87416,4782,12,30,2022-08-26,
87417,4783,20,3,1999-12-17,2005-12-17
87418,4783,3,3,2005-12-17,2011-12-17
87419,4783,4,3,2011-12-17,2017-12-17
87420,4783,22,3,2017-12-17,
87421,4784,2,35,2020-10-25,2023-10-25
87422,4784,23,35,2023-10-25,
87423,4785,8,43,2019-09-02,2022-09-02
87424,4785,1,43,2022-09-02,
87425,4786,1,39,2026-03-09,
87426,4787,1,34,2023-02-14,
87427,4788,5,44,2007-10-21,2013-10-21
87428,4788,10,44,2013-10-21,2019-10-21
87429,4788,3,44,2019-10-21,
87430,4789,21,10,2016-02-16,2019-02-16
87431,4789,6,10,2019-02-16,2022-02-16
87432,4789,16,10,2022-02-16,
87433,4790,19,23,2020-12-06,2023-12-06
87434,4790,6,23,2023-12-06,
87435,4791,22,8,2011-05-21,2016-05-21
87436,4791,2,8,2016-05-21,2021-05-21
87437,4791,6,8,2021-05-21,
87438,4792,7,30,2019-02-23,2022-02-23
87439,4792,13,30,2022-02-23,
87440,4793,20,25,2011-05-21,2016-05-21
87441,4793,12,25,2016-05-21,2021-05-21
87442,4793,7,25,2021-05-21,
87443,4794,8,35,2025-07-07,
87444,4795,3,2,1996-12-15,2003-12-15
87445,4795,12,2,2003-12-15,2010-12-15
87446,4795,8,2,2010-12-15,2017-12-15
87447,4795,5,2,2017-12-15,
87448,4796,2,13,2024-09-13,
87449,4797,16,15,2019-11-22,2022-11-22
87450,4797,15,15,2022-11-22,
87451,4798,15,32,2026-04-05,
87452,4799,20,30,2022-12-01,
87453,4800,22,14,1999-11-15,2005-11-15
87454,4800,13,14,2005-11-15,2011-11-15
87455,4800,20,14,2011-11-15,2017-11-15
87456,4800,4,14,2017-11-15,
87457,4801,15,22,2022-03-11,
87458,4802,12,41,2008-06-22,2014-06-22
87459,4802,1,41,2014-06-22,2020-06-22
87460,4802,21,41,2020-06-22,
87461,4803,6,3,2023-12-13,
87462,4804,7,36,2026-01-05,
87463,4805,14,24,2020-05-14,2023-05-14
87464,4805,22,24,2023-05-14,
87465,4806,22,12,2016-04-24,2019-04-24
87466,4806,19,12,2019-04-24,2022-04-24
87467,4806,8,12,2022-04-24,
87468,4807,10,14,2024-12-23,
87469,4808,17,38,2023-12-03,
87470,4809,1,30,2023-11-11,
87471,4810,22,12,2017-12-14,2021-12-14
87472,4810,6,12,2021-12-14,
87473,4811,11,31,2016-06-23,2019-06-23
87474,4811,16,31,2019-06-23,2022-06-23
87475,4811,8,31,2022-06-23,
87476,4812,11,32,2011-09-25,2016-09-25
87477,4812,12,32,2016-09-25,2021-09-25
87478,4812,2,32,2021-09-25,
87479,4813,19,17,2022-04-17,
87480,4814,8,11,2003-12-23,2008-12-23
87481,4814,19,11,2008-12-23,2013-12-23
87482,4814,13,11,2013-12-23,2018-12-23
87483,4814,3,11,2018-12-23,
87484,4815,22,45,2011-05-01,2016-05-01
87485,4815,19,45,2016-05-01,2021-05-01
87486,4815,3,45,2021-05-01,
87487,4816,23,20,2025-11-18,
87488,4817,14,30,2026-05-05,
87489,4818,14,16,2016-09-11,2019-09-11
87490,4818,19,16,2019-09-11,2022-09-11
87491,4818,4,16,2022-09-11,
87492,4819,15,17,1994-08-11,2002-08-11
87493,4819,4,17,2002-08-11,2010-08-11
87494,4819,20,17,2010-08-11,2018-08-11
87495,4819,1,17,2018-08-11,
87496,4820,13,27,2016-07-08,2019-07-08
87497,4820,5,27,2019-07-08,2022-07-08
87498,4820,19,27,2022-07-08,
87499,4821,8,39,2022-07-17,
87500,4822,6,39,2014-01-12,2018-01-12
87501,4822,5,39,2018-01-12,2022-01-12
87502,4822,11,39,2022-01-12,
87503,4823,18,10,2009-11-25,2014-11-25
87504,4823,10,10,2014-11-25,2019-11-25
87505,4823,21,10,2019-11-25,
87506,4824,19,32,2024-04-14,
87507,4825,1,26,1994-08-26,2002-08-26
87508,4825,12,26,2002-08-26,2010-08-26
87509,4825,23,26,2010-08-26,2018-08-26
87510,4825,21,26,2018-08-26,
87511,4826,11,5,2007-12-14,2013-12-14
87512,4826,5,5,2013-12-14,2019-12-14
87513,4826,15,5,2019-12-14,
87514,4827,6,22,2004-11-22,2009-11-22
87515,4827,10,22,2009-11-22,2014-11-22
87516,4827,17,22,2014-11-22,2019-11-22
87517,4827,7,22,2019-11-22,
87518,4828,7,34,2007-08-10,2013-08-10
87519,4828,8,34,2013-08-10,2019-08-10
87520,4828,5,34,2019-08-10,
87521,4829,19,46,2025-12-07,
87522,4830,23,19,2008-05-02,2014-05-02
87523,4830,7,19,2014-05-02,2020-05-02
87524,4830,6,19,2020-05-02,
87525,4831,5,11,2010-06-03,2015-06-03
87526,4831,23,11,2015-06-03,2020-06-03
87527,4831,4,11,2020-06-03,
87528,4832,23,37,2024-05-11,
87529,4833,9,20,1997-07-13,2004-07-13
87530,4833,8,20,2004-07-13,2011-07-13
87531,4833,3,20,2011-07-13,2018-07-13
87532,4833,22,20,2018-07-13,
87533,4834,11,1,2021-04-16,2023-04-16
87534,4834,9,1,2023-04-16,
87535,4835,1,17,2024-07-25,
87536,4836,13,24,2007-02-24,2013-02-24
87537,4836,6,24,2013-02-24,2019-02-24
87538,4836,23,24,2019-02-24,
87539,4837,7,24,2025-12-25,
87540,4838,18,5,2020-04-05,2023-04-05
87541,4838,15,5,2023-04-05,
87542,4839,15,4,2021-08-14,2023-08-14
87543,4839,17,4,2023-08-14,
87544,4840,1,34,2016-04-03,2019-04-03
87545,4840,5,34,2019-04-03,2022-04-03
87546,4840,8,34,2022-04-03,
87547,4841,7,15,2023-11-24,
87548,4842,14,18,1998-02-27,2005-02-27
87549,4842,18,18,2005-02-27,2012-02-27
87550,4842,1,18,2012-02-27,2019-02-27
87551,4842,2,18,2019-02-27,
87552,4843,6,45,2002-07-25,2008-07-25
87553,4843,20,45,2008-07-25,2014-07-25
87554,4843,1,45,2014-07-25,2020-07-25
87555,4843,11,45,2020-07-25,
87556,4844,18,32,2010-10-26,2015-10-26
87557,4844,13,32,2015-10-26,2020-10-26
87558,4844,6,32,2020-10-26,
87559,4845,14,47,2026-05-28,
87560,4846,15,2,2013-03-01,2017-03-01
87561,4846,12,2,2017-03-01,2021-03-01
87562,4846,13,2,2021-03-01,
87563,4847,2,12,2019-11-12,2022-11-12
87564,4847,13,12,2022-11-12,
87565,4848,23,22,2025-04-27,
87566,4849,15,44,2020-06-16,2023-06-16
87567,4849,9,44,2023-06-16,
87568,4850,20,19,2020-12-08,2023-12-08
87569,4850,14,19,2023-12-08,
87570,4851,8,14,2023-02-24,
87571,4852,19,45,2009-10-22,2014-10-22
87572,4852,2,45,2014-10-22,2019-10-22
87573,4852,22,45,2019-10-22,
87574,4853,23,4,2019-09-04,2022-09-04
87575,4853,13,4,2022-09-04,
87576,4854,22,12,2004-06-07,2009-06-07
87577,4854,23,12,2009-06-07,2014-06-07
87578,4854,7,12,2014-06-07,2019-06-07
87579,4854,5,12,2019-06-07,
87580,4855,22,32,1996-12-20,2003-12-20
87581,4855,17,32,2003-12-20,2010-12-20
87582,4855,8,32,2010-12-20,2017-12-20
87583,4855,2,32,2017-12-20,
87584,4856,20,4,2013-01-02,2017-01-02
87585,4856,23,4,2017-01-02,2021-01-02
87586,4856,12,4,2021-01-02,
87587,4857,5,47,2020-10-24,2023-10-24
87588,4857,20,47,2023-10-24,
87589,4858,23,42,2019-04-21,2022-04-21
87590,4858,10,42,2022-04-21,
87591,4859,22,41,2004-03-20,2009-03-20
87592,4859,7,41,2009-03-20,2014-03-20
87593,4859,19,41,2014-03-20,2019-03-20
87594,4859,11,41,2019-03-20,
87595,4860,21,21,2010-04-07,2015-04-07
87596,4860,2,21,2015-04-07,2020-04-07
87597,4860,11,21,2020-04-07,
87598,4861,19,36,2008-03-06,2014-03-06
87599,4861,8,36,2014-03-06,2020-03-06
87600,4861,3,36,2020-03-06,
87601,4862,21,45,2011-06-16,2016-06-16
87602,4862,18,45,2016-06-16,2021-06-16
87603,4862,4,45,2021-06-16,
87604,4863,4,35,2026-01-13,
87605,4864,23,36,2022-07-18,
87606,4865,10,16,2020-06-25,2023-06-25
87607,4865,7,16,2023-06-25,
87608,4866,16,36,2017-06-28,2021-06-28
87609,4866,3,36,2021-06-28,
87610,4867,6,41,2022-12-05,
87611,4868,17,34,2022-11-17,
87612,4869,14,13,2017-05-18,2021-05-18
87613,4869,15,13,2021-05-18,
87614,4870,9,43,2017-02-19,2021-02-19
87615,4870,14,43,2021-02-19,
87616,4871,11,45,2011-07-10,2016-07-10
87617,4871,15,45,2016-07-10,2021-07-10
87618,4871,2,45,2021-07-10,
87619,4872,14,9,2018-06-18,2022-06-18
87620,4872,23,9,2022-06-18,
87621,4873,18,21,1996-09-11,2003-09-11
87622,4873,9,21,2003-09-11,2010-09-11
87623,4873,13,21,2010-09-11,2017-09-11
87624,4873,22,21,2017-09-11,
87625,4874,18,18,2008-07-11,2014-07-11
87626,4874,2,18,2014-07-11,2020-07-11
87627,4874,5,18,2020-07-11,
87628,4875,19,47,2020-05-27,2023-05-27
87629,4875,17,47,2023-05-27,
87630,4876,14,22,2004-12-10,2009-12-10
87631,4876,6,22,2009-12-10,2014-12-10
87632,4876,5,22,2014-12-10,2019-12-10
87633,4876,13,22,2019-12-10,
87634,4877,6,15,2016-08-22,2019-08-22
87635,4877,20,15,2019-08-22,2022-08-22
87636,4877,19,15,2022-08-22,
87637,4878,16,34,2011-07-15,2016-07-15
87638,4878,22,34,2016-07-15,2021-07-15
87639,4878,12,34,2021-07-15,
87640,4879,2,7,1996-12-13,2003-12-13
87641,4879,20,7,2003-12-13,2010-12-13
87642,4879,18,7,2010-12-13,2017-12-13
87643,4879,7,7,2017-12-13,
87644,4880,19,27,1999-01-07,2005-01-07
87645,4880,18,27,2005-01-07,2011-01-07
87646,4880,2,27,2011-01-07,2017-01-07
87647,4880,4,27,2017-01-07,
87648,4881,11,15,2026-05-08,
87649,4882,10,24,2024-03-24,
87650,4883,13,14,1999-04-15,2005-04-15
