"kinerja_id","pegawai_id","periode","nilai","predikat","created_at"
5984,1458,2022,91.81,Sangat Baik,2026-07-08 01:06:50.441
5985,1458,2023,93.75,Sangat Baik,2026-07-08 01:06:50.441
5986,1458,2024,94.60,Sangat Baik,2026-07-08 01:06:50.441
5987,1458,2025,93.12,Sangat Baik,2026-07-08 01:06:50.441
5988,1458,2026,91.82,Sangat Baik,2026-07-08 01:06:50.441
5989,1459,2022,80.42,Baik,2026-07-08 01:06:50.441
5990,1459,2023,80.84,Baik,2026-07-08 01:06:50.441
5991,1459,2024,82.66,Baik,2026-07-08 01:06:50.441
5992,1459,2025,81.17,Baik,2026-07-08 01:06:50.441
5993,1459,2026,83.03,Baik,2026-07-08 01:06:50.441
5994,1460,2022,80.22,Baik,2026-07-08 01:06:50.441
5995,1460,2023,79.69,Cukup,2026-07-08 01:06:50.441
5996,1460,2024,79.01,Cukup,2026-07-08 01:06:50.441
5997,1460,2025,77.71,Cukup,2026-07-08 01:06:50.441
5998,1460,2026,79.22,Cukup,2026-07-08 01:06:50.441
5999,1461,2025,82.59,Baik,2026-07-08 01:06:50.441
6000,1461,2026,80.94,Baik,2026-07-08 01:06:50.441
6001,1463,2022,81.26,Baik,2026-07-08 01:06:50.441
6002,1463,2023,82.75,Baik,2026-07-08 01:06:50.441
6003,1463,2024,83.76,Baik,2026-07-08 01:06:50.441
6004,1463,2025,83.28,Baik,2026-07-08 01:06:50.441
6005,1463,2026,84.78,Baik,2026-07-08 01:06:50.441
6006,1464,2022,88.30,Baik,2026-07-08 01:06:50.441
6007,1464,2023,89.69,Baik,2026-07-08 01:06:50.441
6008,1464,2024,87.76,Baik,2026-07-08 01:06:50.441
6009,1464,2025,86.46,Baik,2026-07-08 01:06:50.441
6010,1464,2026,85.23,Baik,2026-07-08 01:06:50.441
6011,1465,2024,90.37,Sangat Baik,2026-07-08 01:06:50.441
6012,1465,2025,91.42,Sangat Baik,2026-07-08 01:06:50.441
6013,1465,2026,92.66,Sangat Baik,2026-07-08 01:06:50.441
6014,1466,2024,89.96,Baik,2026-07-08 01:06:50.441
6015,1466,2025,91.56,Sangat Baik,2026-07-08 01:06:50.441
6016,1466,2026,91.87,Sangat Baik,2026-07-08 01:06:50.441
6017,1467,2022,81.66,Baik,2026-07-08 01:06:50.441
6018,1467,2023,81.27,Baik,2026-07-08 01:06:50.441
6019,1467,2024,81.26,Baik,2026-07-08 01:06:50.441
6020,1467,2025,82.80,Baik,2026-07-08 01:06:50.441
6021,1468,2022,89.12,Baik,2026-07-08 01:06:50.441
6022,1468,2023,87.20,Baik,2026-07-08 01:06:50.441
6023,1469,2022,80.15,Baik,2026-07-08 01:06:50.441
6024,1469,2023,80.88,Baik,2026-07-08 01:06:50.441
6025,1469,2024,79.98,Cukup,2026-07-08 01:06:50.441
6026,1469,2025,78.27,Cukup,2026-07-08 01:06:50.441
6027,1469,2026,78.66,Cukup,2026-07-08 01:06:50.441
6028,1470,2022,74.98,Cukup,2026-07-08 01:06:50.441
6029,1470,2023,73.34,Cukup,2026-07-08 01:06:50.441
6030,1470,2024,72.86,Cukup,2026-07-08 01:06:50.441
6031,1470,2025,72.30,Cukup,2026-07-08 01:06:50.441
6032,1470,2026,73.66,Cukup,2026-07-08 01:06:50.441
6033,1471,2025,83.13,Baik,2026-07-08 01:06:50.441
6034,1471,2026,81.77,Baik,2026-07-08 01:06:50.441
6035,1472,2022,80.80,Baik,2026-07-08 01:06:50.441
6036,1472,2023,81.14,Baik,2026-07-08 01:06:50.441
6037,1472,2024,81.54,Baik,2026-07-08 01:06:50.441
6038,1472,2025,81.74,Baik,2026-07-08 01:06:50.441
6039,1472,2026,82.81,Baik,2026-07-08 01:06:50.441
6040,1473,2022,81.38,Baik,2026-07-08 01:06:50.441
6041,1473,2023,80.30,Baik,2026-07-08 01:06:50.441
6042,1473,2024,81.09,Baik,2026-07-08 01:06:50.441
6043,1473,2025,79.83,Cukup,2026-07-08 01:06:50.441
6044,1473,2026,78.77,Cukup,2026-07-08 01:06:50.441
6045,1474,2022,89.76,Baik,2026-07-08 01:06:50.441
6046,1474,2023,88.25,Baik,2026-07-08 01:06:50.441
6047,1474,2024,89.71,Baik,2026-07-08 01:06:50.441
6048,1474,2025,89.49,Baik,2026-07-08 01:06:50.441
6049,1474,2026,89.73,Baik,2026-07-08 01:06:50.441
6050,1475,2024,75.08,Cukup,2026-07-08 01:06:50.441
6051,1475,2025,75.34,Cukup,2026-07-08 01:06:50.441
6052,1475,2026,75.86,Cukup,2026-07-08 01:06:50.441
6053,1476,2023,74.36,Cukup,2026-07-08 01:06:50.441
6054,1476,2024,75.89,Cukup,2026-07-08 01:06:50.441
6055,1476,2025,75.92,Cukup,2026-07-08 01:06:50.441
6056,1476,2026,76.13,Cukup,2026-07-08 01:06:50.441
6057,1477,2024,83.14,Baik,2026-07-08 01:06:50.441
6058,1477,2025,84.77,Baik,2026-07-08 01:06:50.441
6059,1477,2026,84.35,Baik,2026-07-08 01:06:50.441
6060,1478,2024,76.84,Cukup,2026-07-08 01:06:50.441
6061,1478,2025,76.32,Cukup,2026-07-08 01:06:50.441
6062,1478,2026,77.54,Cukup,2026-07-08 01:06:50.441
6063,1479,2022,81.49,Baik,2026-07-08 01:06:50.441
6064,1479,2023,79.96,Cukup,2026-07-08 01:06:50.441
6065,1479,2024,79.44,Cukup,2026-07-08 01:06:50.441
6066,1479,2025,81.15,Baik,2026-07-08 01:06:50.441
6067,1479,2026,82.98,Baik,2026-07-08 01:06:50.441
6068,1480,2025,82.59,Baik,2026-07-08 01:06:50.441
6069,1480,2026,80.78,Baik,2026-07-08 01:06:50.441
6070,1481,2022,73.78,Cukup,2026-07-08 01:06:50.441
6071,1481,2023,75.11,Cukup,2026-07-08 01:06:50.441
6072,1481,2024,73.41,Cukup,2026-07-08 01:06:50.441
6073,1481,2025,73.29,Cukup,2026-07-08 01:06:50.441
6074,1481,2026,72.84,Cukup,2026-07-08 01:06:50.441
6075,1482,2022,88.86,Baik,2026-07-08 01:06:50.441
6076,1482,2023,88.15,Baik,2026-07-08 01:06:50.441
6077,1482,2024,89.30,Baik,2026-07-08 01:06:50.441
6078,1482,2025,89.31,Baik,2026-07-08 01:06:50.441
6079,1482,2026,87.87,Baik,2026-07-08 01:06:50.441
6080,1483,2022,82.26,Baik,2026-07-08 01:06:50.441
6081,1483,2023,83.50,Baik,2026-07-08 01:06:50.441
6082,1483,2024,83.60,Baik,2026-07-08 01:06:50.441
6083,1484,2022,76.41,Cukup,2026-07-08 01:06:50.441
6084,1484,2023,75.75,Cukup,2026-07-08 01:06:50.441
6085,1484,2024,74.01,Cukup,2026-07-08 01:06:50.441
6086,1484,2025,72.36,Cukup,2026-07-08 01:06:50.441
6087,1484,2026,70.94,Cukup,2026-07-08 01:06:50.441
6088,1485,2022,81.98,Baik,2026-07-08 01:06:50.441
6089,1485,2023,83.89,Baik,2026-07-08 01:06:50.441
6090,1485,2024,85.59,Baik,2026-07-08 01:06:50.441
6091,1485,2025,83.86,Baik,2026-07-08 01:06:50.441
6092,1485,2026,84.40,Baik,2026-07-08 01:06:50.441
6093,1486,2023,88.91,Baik,2026-07-08 01:06:50.441
6094,1486,2024,88.87,Baik,2026-07-08 01:06:50.441
6095,1486,2025,90.02,Sangat Baik,2026-07-08 01:06:50.441
6096,1486,2026,89.60,Baik,2026-07-08 01:06:50.441
6097,1487,2023,80.85,Baik,2026-07-08 01:06:50.441
6098,1487,2024,81.95,Baik,2026-07-08 01:06:50.441
6099,1487,2025,83.59,Baik,2026-07-08 01:06:50.441
6100,1487,2026,83.80,Baik,2026-07-08 01:06:50.441
6101,1488,2022,82.27,Baik,2026-07-08 01:06:50.441
6102,1488,2023,80.48,Baik,2026-07-08 01:06:50.441
6103,1488,2024,81.20,Baik,2026-07-08 01:06:50.441
6104,1488,2025,79.64,Cukup,2026-07-08 01:06:50.441
6105,1488,2026,79.74,Cukup,2026-07-08 01:06:50.441
6106,1489,2022,80.57,Baik,2026-07-08 01:06:50.441
6107,1489,2023,79.80,Cukup,2026-07-08 01:06:50.441
6108,1489,2024,81.28,Baik,2026-07-08 01:06:50.441
6109,1489,2025,80.86,Baik,2026-07-08 01:06:50.441
6110,1489,2026,81.77,Baik,2026-07-08 01:06:50.441
6111,1490,2022,76.94,Cukup,2026-07-08 01:06:50.441
6112,1490,2023,77.19,Cukup,2026-07-08 01:06:50.441
6113,1490,2024,76.34,Cukup,2026-07-08 01:06:50.441
6114,1490,2025,74.61,Cukup,2026-07-08 01:06:50.441
6115,1490,2026,72.85,Cukup,2026-07-08 01:06:50.441
6116,1491,2022,75.78,Cukup,2026-07-08 01:06:50.441
6117,1491,2023,76.30,Cukup,2026-07-08 01:06:50.441
6118,1491,2024,77.15,Cukup,2026-07-08 01:06:50.441
6119,1491,2025,75.80,Cukup,2026-07-08 01:06:50.441
6120,1491,2026,77.12,Cukup,2026-07-08 01:06:50.441
6121,1492,2022,83.91,Baik,2026-07-08 01:06:50.441
6122,1492,2023,83.25,Baik,2026-07-08 01:06:50.441
6123,1492,2024,81.69,Baik,2026-07-08 01:06:50.441
6124,1492,2025,81.90,Baik,2026-07-08 01:06:50.441
6125,1492,2026,83.71,Baik,2026-07-08 01:06:50.441
6126,1493,2025,82.01,Baik,2026-07-08 01:06:50.441
6127,1493,2026,82.66,Baik,2026-07-08 01:06:50.441
6128,1494,2022,73.36,Cukup,2026-07-08 01:06:50.441
6129,1494,2023,75.07,Cukup,2026-07-08 01:06:50.441
6130,1495,2022,81.71,Baik,2026-07-08 01:06:50.441
6131,1495,2023,82.15,Baik,2026-07-08 01:06:50.441
6132,1495,2024,83.73,Baik,2026-07-08 01:06:50.441
6133,1495,2025,84.89,Baik,2026-07-08 01:06:50.441
6134,1495,2026,86.26,Baik,2026-07-08 01:06:50.441
6135,1496,2022,80.82,Baik,2026-07-08 01:06:50.441
6136,1496,2023,80.84,Baik,2026-07-08 01:06:50.441
6137,1496,2024,82.72,Baik,2026-07-08 01:06:50.441
6138,1496,2025,82.43,Baik,2026-07-08 01:06:50.441
6139,1496,2026,80.72,Baik,2026-07-08 01:06:50.441
6140,1497,2025,76.07,Cukup,2026-07-08 01:06:50.441
6141,1497,2026,76.79,Cukup,2026-07-08 01:06:50.441
6142,1498,2022,74.48,Cukup,2026-07-08 01:06:50.441
6143,1498,2023,75.64,Cukup,2026-07-08 01:06:50.441
6144,1498,2024,75.82,Cukup,2026-07-08 01:06:50.441
6145,1498,2025,74.25,Cukup,2026-07-08 01:06:50.441
6146,1498,2026,73.06,Cukup,2026-07-08 01:06:50.441
6147,1499,2022,81.47,Baik,2026-07-08 01:06:50.441
6148,1499,2023,80.11,Baik,2026-07-08 01:06:50.441
6149,1499,2024,79.54,Cukup,2026-07-08 01:06:50.441
6150,1499,2025,78.17,Cukup,2026-07-08 01:06:50.441
6151,1499,2026,78.03,Cukup,2026-07-08 01:06:50.441
6152,1501,2022,90.27,Sangat Baik,2026-07-08 01:06:50.441
6153,1501,2023,89.74,Baik,2026-07-08 01:06:50.441
6154,1501,2024,87.95,Baik,2026-07-08 01:06:50.441
6155,1501,2025,88.63,Baik,2026-07-08 01:06:50.441
6156,1501,2026,89.07,Baik,2026-07-08 01:06:50.441
6157,1502,2022,83.42,Baik,2026-07-08 01:06:50.441
6158,1502,2023,81.67,Baik,2026-07-08 01:06:50.441
6159,1502,2024,83.53,Baik,2026-07-08 01:06:50.441
6160,1502,2025,85.16,Baik,2026-07-08 01:06:50.441
6161,1502,2026,85.67,Baik,2026-07-08 01:06:50.441
6162,1503,2022,73.23,Cukup,2026-07-08 01:06:50.441
6163,1503,2023,73.47,Cukup,2026-07-08 01:06:50.441
6164,1503,2024,73.66,Cukup,2026-07-08 01:06:50.441
6165,1503,2025,71.74,Cukup,2026-07-08 01:06:50.441
6166,1503,2026,73.69,Cukup,2026-07-08 01:06:50.441
6167,1504,2022,83.67,Baik,2026-07-08 01:06:50.441
6168,1504,2023,81.85,Baik,2026-07-08 01:06:50.441
6169,1504,2024,81.23,Baik,2026-07-08 01:06:50.441
6170,1504,2025,79.34,Cukup,2026-07-08 01:06:50.441
6171,1504,2026,78.86,Cukup,2026-07-08 01:06:50.441
6172,1505,2022,89.51,Baik,2026-07-08 01:06:50.441
6173,1505,2023,88.13,Baik,2026-07-08 01:06:50.441
6174,1505,2024,87.94,Baik,2026-07-08 01:06:50.441
6175,1505,2025,87.24,Baik,2026-07-08 01:06:50.441
6176,1505,2026,88.78,Baik,2026-07-08 01:06:50.441
6177,1506,2022,82.25,Baik,2026-07-08 01:06:50.441
6178,1506,2023,81.42,Baik,2026-07-08 01:06:50.441
6179,1506,2024,81.62,Baik,2026-07-08 01:06:50.441
6180,1506,2025,81.40,Baik,2026-07-08 01:06:50.441
6181,1506,2026,83.39,Baik,2026-07-08 01:06:50.441
6182,1507,2022,91.87,Sangat Baik,2026-07-08 01:06:50.441
6183,1507,2023,91.43,Sangat Baik,2026-07-08 01:06:50.441
6184,1507,2024,90.12,Sangat Baik,2026-07-08 01:06:50.441
6185,1507,2025,92.08,Sangat Baik,2026-07-08 01:06:50.441
6186,1507,2026,90.49,Sangat Baik,2026-07-08 01:06:50.441
6187,1508,2022,88.62,Baik,2026-07-08 01:06:50.441
6188,1508,2023,89.06,Baik,2026-07-08 01:06:50.441
6189,1508,2024,88.60,Baik,2026-07-08 01:06:50.441
6190,1508,2025,89.29,Baik,2026-07-08 01:06:50.441
6191,1508,2026,88.88,Baik,2026-07-08 01:06:50.441
6192,1509,2022,90.53,Sangat Baik,2026-07-08 01:06:50.441
6193,1509,2023,92.47,Sangat Baik,2026-07-08 01:06:50.441
6194,1509,2024,92.76,Sangat Baik,2026-07-08 01:06:50.441
6195,1509,2025,92.57,Sangat Baik,2026-07-08 01:06:50.441
6196,1509,2026,90.84,Sangat Baik,2026-07-08 01:06:50.441
6197,1510,2026,73.80,Cukup,2026-07-08 01:06:50.441
6198,1511,2022,74.11,Cukup,2026-07-08 01:06:50.441
6199,1511,2023,75.59,Cukup,2026-07-08 01:06:50.441
6200,1511,2024,75.55,Cukup,2026-07-08 01:06:50.441
6201,1511,2025,77.10,Cukup,2026-07-08 01:06:50.441
6202,1511,2026,78.28,Cukup,2026-07-08 01:06:50.441
6203,1512,2022,82.71,Baik,2026-07-08 01:06:50.441
6204,1512,2023,83.25,Baik,2026-07-08 01:06:50.441
6205,1512,2024,84.04,Baik,2026-07-08 01:06:50.441
6206,1512,2025,83.61,Baik,2026-07-08 01:06:50.441
6207,1512,2026,83.77,Baik,2026-07-08 01:06:50.441
6208,1513,2025,82.19,Baik,2026-07-08 01:06:50.441
6209,1513,2026,83.46,Baik,2026-07-08 01:06:50.441
6210,1514,2022,73.64,Cukup,2026-07-08 01:06:50.441
6211,1514,2023,73.47,Cukup,2026-07-08 01:06:50.441
6212,1514,2024,74.26,Cukup,2026-07-08 01:06:50.441
6213,1514,2025,74.99,Cukup,2026-07-08 01:06:50.441
6214,1514,2026,76.13,Cukup,2026-07-08 01:06:50.441
6215,1515,2022,88.86,Baik,2026-07-08 01:06:50.441
6216,1515,2023,88.77,Baik,2026-07-08 01:06:50.441
6217,1515,2024,88.28,Baik,2026-07-08 01:06:50.441
6218,1515,2025,88.42,Baik,2026-07-08 01:06:50.441
6219,1515,2026,89.05,Baik,2026-07-08 01:06:50.441
6220,1516,2022,76.65,Cukup,2026-07-08 01:06:50.441
6221,1516,2023,75.12,Cukup,2026-07-08 01:06:50.441
6222,1516,2024,77.09,Cukup,2026-07-08 01:06:50.441
6223,1516,2025,77.50,Cukup,2026-07-08 01:06:50.441
6224,1516,2026,77.37,Cukup,2026-07-08 01:06:50.441
6225,1517,2022,75.67,Cukup,2026-07-08 01:06:50.441
6226,1517,2023,76.93,Cukup,2026-07-08 01:06:50.441
6227,1517,2024,77.14,Cukup,2026-07-08 01:06:50.441
6228,1517,2025,76.72,Cukup,2026-07-08 01:06:50.441
6229,1517,2026,78.02,Cukup,2026-07-08 01:06:50.441
6230,1518,2022,80.21,Baik,2026-07-08 01:06:50.441
6231,1518,2023,80.92,Baik,2026-07-08 01:06:50.441
6232,1518,2024,79.54,Cukup,2026-07-08 01:06:50.441
6233,1518,2025,78.43,Cukup,2026-07-08 01:06:50.441
6234,1518,2026,79.78,Cukup,2026-07-08 01:06:50.441
6235,1519,2022,81.13,Baik,2026-07-08 01:06:50.441
6236,1519,2023,80.41,Baik,2026-07-08 01:06:50.441
6237,1519,2024,80.50,Baik,2026-07-08 01:06:50.441
6238,1519,2025,79.26,Cukup,2026-07-08 01:06:50.441
6239,1519,2026,78.37,Cukup,2026-07-08 01:06:50.441
6240,1520,2022,82.63,Baik,2026-07-08 01:06:50.441
6241,1520,2023,84.28,Baik,2026-07-08 01:06:50.441
6242,1520,2024,85.04,Baik,2026-07-08 01:06:50.441
6243,1520,2025,85.94,Baik,2026-07-08 01:06:50.441
6244,1520,2026,85.50,Baik,2026-07-08 01:06:50.441
6245,1521,2026,82.66,Baik,2026-07-08 01:06:50.441
6246,1522,2022,82.29,Baik,2026-07-08 01:06:50.441
6247,1522,2023,83.20,Baik,2026-07-08 01:06:50.441
6248,1523,2026,82.69,Baik,2026-07-08 01:06:50.441
6249,1524,2022,82.87,Baik,2026-07-08 01:06:50.441
6250,1524,2023,82.65,Baik,2026-07-08 01:06:50.441
6251,1524,2024,81.26,Baik,2026-07-08 01:06:50.441
6252,1524,2025,83.03,Baik,2026-07-08 01:06:50.441
6253,1524,2026,82.60,Baik,2026-07-08 01:06:50.441
6254,1525,2022,80.54,Baik,2026-07-08 01:06:50.441
6255,1525,2023,81.64,Baik,2026-07-08 01:06:50.441
6256,1525,2024,80.34,Baik,2026-07-08 01:06:50.441
6257,1525,2025,78.85,Cukup,2026-07-08 01:06:50.441
6258,1525,2026,80.37,Baik,2026-07-08 01:06:50.441
6259,1526,2025,74.22,Cukup,2026-07-08 01:06:50.441
6260,1526,2026,73.99,Cukup,2026-07-08 01:06:50.441
6261,1527,2026,73.49,Cukup,2026-07-08 01:06:50.441
6262,1528,2022,80.52,Baik,2026-07-08 01:06:50.441
6263,1528,2023,80.43,Baik,2026-07-08 01:06:50.441
6264,1528,2024,81.02,Baik,2026-07-08 01:06:50.441
6265,1528,2025,81.60,Baik,2026-07-08 01:06:50.441
6266,1528,2026,79.89,Cukup,2026-07-08 01:06:50.441
6267,1529,2025,73.64,Cukup,2026-07-08 01:06:50.441
6268,1529,2026,73.51,Cukup,2026-07-08 01:06:50.441
6269,1530,2022,80.42,Baik,2026-07-08 01:06:50.441
6270,1530,2023,81.33,Baik,2026-07-08 01:06:50.441
6271,1530,2024,82.54,Baik,2026-07-08 01:06:50.441
6272,1530,2025,82.98,Baik,2026-07-08 01:06:50.441
6273,1530,2026,81.06,Baik,2026-07-08 01:06:50.441
6274,1531,2022,90.56,Sangat Baik,2026-07-08 01:06:50.441
6275,1531,2023,92.35,Sangat Baik,2026-07-08 01:06:50.441
6276,1531,2024,92.27,Sangat Baik,2026-07-08 01:06:50.441
6277,1531,2025,90.51,Sangat Baik,2026-07-08 01:06:50.441
6278,1531,2026,89.55,Baik,2026-07-08 01:06:50.441
6279,1532,2022,82.12,Baik,2026-07-08 01:06:50.441
6280,1532,2023,81.34,Baik,2026-07-08 01:06:50.441
6281,1532,2024,82.75,Baik,2026-07-08 01:06:50.441
6282,1532,2025,83.60,Baik,2026-07-08 01:06:50.441
6283,1532,2026,85.59,Baik,2026-07-08 01:06:50.441
6284,1533,2023,83.62,Baik,2026-07-08 01:06:50.441
6285,1533,2024,81.97,Baik,2026-07-08 01:06:50.441
6286,1533,2025,83.50,Baik,2026-07-08 01:06:50.441
6287,1533,2026,84.86,Baik,2026-07-08 01:06:50.441
6288,1534,2024,82.75,Baik,2026-07-08 01:06:50.441
6289,1534,2025,82.57,Baik,2026-07-08 01:06:50.441
6290,1534,2026,80.79,Baik,2026-07-08 01:06:50.441
6291,1535,2022,81.98,Baik,2026-07-08 01:06:50.441
6292,1535,2023,82.60,Baik,2026-07-08 01:06:50.441
6293,1535,2024,84.20,Baik,2026-07-08 01:06:50.441
6294,1535,2025,83.03,Baik,2026-07-08 01:06:50.441
6295,1535,2026,81.95,Baik,2026-07-08 01:06:50.441
6296,1536,2022,75.83,Cukup,2026-07-08 01:06:50.441
6297,1536,2023,74.57,Cukup,2026-07-08 01:06:50.441
6298,1536,2024,72.78,Cukup,2026-07-08 01:06:50.441
6299,1536,2025,74.42,Cukup,2026-07-08 01:06:50.441
6300,1536,2026,75.46,Cukup,2026-07-08 01:06:50.441
6301,1537,2022,80.54,Baik,2026-07-08 01:06:50.441
6302,1537,2023,79.05,Cukup,2026-07-08 01:06:50.441
6303,1537,2024,78.63,Cukup,2026-07-08 01:06:50.441
6304,1537,2025,77.44,Cukup,2026-07-08 01:06:50.441
6305,1537,2026,78.60,Cukup,2026-07-08 01:06:50.441
6306,1538,2022,90.79,Sangat Baik,2026-07-08 01:06:50.441
6307,1538,2023,89.68,Baik,2026-07-08 01:06:50.441
6308,1538,2024,89.72,Baik,2026-07-08 01:06:50.441
6309,1538,2025,88.92,Baik,2026-07-08 01:06:50.441
6310,1539,2022,89.15,Baik,2026-07-08 01:06:50.441
6311,1539,2023,89.94,Baik,2026-07-08 01:06:50.441
6312,1539,2024,89.68,Baik,2026-07-08 01:06:50.441
6313,1540,2024,80.19,Baik,2026-07-08 01:06:50.441
6314,1540,2025,80.16,Baik,2026-07-08 01:06:50.441
6315,1540,2026,80.94,Baik,2026-07-08 01:06:50.441
6316,1541,2022,83.24,Baik,2026-07-08 01:06:50.441
6317,1541,2023,81.87,Baik,2026-07-08 01:06:50.441
6318,1541,2024,82.93,Baik,2026-07-08 01:06:50.441
6319,1542,2022,89.82,Baik,2026-07-08 01:06:50.441
6320,1542,2023,89.72,Baik,2026-07-08 01:06:50.441
6321,1542,2024,88.92,Baik,2026-07-08 01:06:50.441
6322,1542,2025,87.64,Baik,2026-07-08 01:06:50.441
6323,1542,2026,85.66,Baik,2026-07-08 01:06:50.441
6324,1543,2022,81.80,Baik,2026-07-08 01:06:50.441
6325,1543,2023,83.33,Baik,2026-07-08 01:06:50.441
6326,1543,2024,83.85,Baik,2026-07-08 01:06:50.441
6327,1544,2022,83.88,Baik,2026-07-08 01:06:50.441
6328,1544,2023,84.03,Baik,2026-07-08 01:06:50.441
6329,1544,2024,83.15,Baik,2026-07-08 01:06:50.441
6330,1544,2025,83.65,Baik,2026-07-08 01:06:50.441
6331,1544,2026,82.41,Baik,2026-07-08 01:06:50.441
6332,1545,2022,75.55,Cukup,2026-07-08 01:06:50.441
6333,1545,2023,75.72,Cukup,2026-07-08 01:06:50.441
6334,1545,2024,73.93,Cukup,2026-07-08 01:06:50.441
6335,1546,2022,75.32,Cukup,2026-07-08 01:06:50.441
6336,1546,2023,75.02,Cukup,2026-07-08 01:06:50.441
6337,1546,2024,73.83,Cukup,2026-07-08 01:06:50.441
6338,1546,2025,72.41,Cukup,2026-07-08 01:06:50.441
6339,1546,2026,72.38,Cukup,2026-07-08 01:06:50.441
6340,1547,2026,90.01,Sangat Baik,2026-07-08 01:06:50.441
6341,1548,2024,75.07,Cukup,2026-07-08 01:06:50.441
6342,1548,2025,77.02,Cukup,2026-07-08 01:06:50.441
6343,1548,2026,76.49,Cukup,2026-07-08 01:06:50.441
6344,1549,2025,81.16,Baik,2026-07-08 01:06:50.441
6345,1549,2026,80.10,Baik,2026-07-08 01:06:50.441
6346,1550,2022,83.09,Baik,2026-07-08 01:06:50.441
6347,1550,2023,82.17,Baik,2026-07-08 01:06:50.441
6348,1550,2024,82.52,Baik,2026-07-08 01:06:50.441
6349,1550,2025,82.53,Baik,2026-07-08 01:06:50.441
6350,1550,2026,81.44,Baik,2026-07-08 01:06:50.441
6351,1551,2022,83.69,Baik,2026-07-08 01:06:50.441
6352,1551,2023,85.16,Baik,2026-07-08 01:06:50.441
6353,1551,2024,85.66,Baik,2026-07-08 01:06:50.441
6354,1552,2022,88.39,Baik,2026-07-08 01:06:50.441
6355,1552,2023,88.12,Baik,2026-07-08 01:06:50.441
6356,1552,2024,86.56,Baik,2026-07-08 01:06:50.441
6357,1552,2025,85.64,Baik,2026-07-08 01:06:50.441
6358,1553,2022,81.15,Baik,2026-07-08 01:06:50.441
6359,1553,2023,79.35,Cukup,2026-07-08 01:06:50.441
6360,1553,2024,77.74,Cukup,2026-07-08 01:06:50.441
6361,1553,2025,76.05,Cukup,2026-07-08 01:06:50.441
6362,1553,2026,77.63,Cukup,2026-07-08 01:06:50.441
6363,1554,2022,88.36,Baik,2026-07-08 01:06:50.441
6364,1554,2023,87.49,Baik,2026-07-08 01:06:50.441
6365,1554,2024,88.46,Baik,2026-07-08 01:06:50.441
6366,1554,2025,88.85,Baik,2026-07-08 01:06:50.441
6367,1554,2026,90.52,Sangat Baik,2026-07-08 01:06:50.441
6368,1555,2022,81.91,Baik,2026-07-08 01:06:50.441
6369,1555,2023,80.10,Baik,2026-07-08 01:06:50.441
6370,1555,2024,81.86,Baik,2026-07-08 01:06:50.441
6371,1555,2025,82.99,Baik,2026-07-08 01:06:50.441
6372,1555,2026,82.46,Baik,2026-07-08 01:06:50.441
6373,1556,2022,90.16,Sangat Baik,2026-07-08 01:06:50.441
6374,1556,2023,91.99,Sangat Baik,2026-07-08 01:06:50.441
6375,1556,2024,92.41,Sangat Baik,2026-07-08 01:06:50.441
6376,1556,2025,93.58,Sangat Baik,2026-07-08 01:06:50.441
6377,1556,2026,94.02,Sangat Baik,2026-07-08 01:06:50.441
6378,1557,2022,89.76,Baik,2026-07-08 01:06:50.441
6379,1557,2023,91.05,Sangat Baik,2026-07-08 01:06:50.441
6380,1557,2024,90.12,Sangat Baik,2026-07-08 01:06:50.441
6381,1557,2025,89.87,Baik,2026-07-08 01:06:50.441
6382,1557,2026,91.86,Sangat Baik,2026-07-08 01:06:50.441
6383,1558,2022,82.75,Baik,2026-07-08 01:06:50.441
6384,1558,2023,82.12,Baik,2026-07-08 01:06:50.441
6385,1559,2022,80.43,Baik,2026-07-08 01:06:50.441
6386,1559,2023,81.89,Baik,2026-07-08 01:06:50.441
6387,1559,2024,83.50,Baik,2026-07-08 01:06:50.441
6388,1559,2025,82.88,Baik,2026-07-08 01:06:50.441
6389,1559,2026,83.02,Baik,2026-07-08 01:06:50.441
6390,1561,2022,80.86,Baik,2026-07-08 01:06:50.441
6391,1561,2023,80.36,Baik,2026-07-08 01:06:50.441
6392,1561,2024,81.62,Baik,2026-07-08 01:06:50.441
6393,1561,2025,80.29,Baik,2026-07-08 01:06:50.441
6394,1561,2026,79.76,Cukup,2026-07-08 01:06:50.441
6395,1562,2022,74.92,Cukup,2026-07-08 01:06:50.441
6396,1562,2023,73.77,Cukup,2026-07-08 01:06:50.441
6397,1562,2024,74.75,Cukup,2026-07-08 01:06:50.441
6398,1562,2025,76.72,Cukup,2026-07-08 01:06:50.441
6399,1562,2026,77.63,Cukup,2026-07-08 01:06:50.441
6400,1563,2025,82.50,Baik,2026-07-08 01:06:50.441
6401,1563,2026,80.88,Baik,2026-07-08 01:06:50.441
6402,1564,2022,74.76,Cukup,2026-07-08 01:06:50.441
6403,1564,2023,76.42,Cukup,2026-07-08 01:06:50.441
6404,1564,2024,78.11,Cukup,2026-07-08 01:06:50.441
6405,1564,2025,76.12,Cukup,2026-07-08 01:06:50.441
6406,1564,2026,77.30,Cukup,2026-07-08 01:06:50.441
6407,1565,2025,81.98,Baik,2026-07-08 01:06:50.441
6408,1565,2026,80.79,Baik,2026-07-08 01:06:50.441
6409,1566,2024,80.11,Baik,2026-07-08 01:06:50.441
6410,1566,2025,80.01,Baik,2026-07-08 01:06:50.441
