"riwayat_pangkat_id","pegawai_id","pangkat_id","tanggal_mulai","tanggal_selesai"
8930,4609,1,1991-06-18,
8931,4610,8,2022-10-20,
8932,4611,5,2011-11-08,2016-11-08
8933,4611,6,2016-11-08,2021-11-08
8934,4611,7,2021-11-08,
8935,4612,7,2021-10-16,2023-10-16
8936,4612,8,2023-10-16,
8937,4613,8,2025-09-20,
8938,4614,6,2017-12-28,2021-12-28
8939,4614,7,2021-12-28,
8940,4615,9,2024-02-14,
8941,4616,1,2025-01-05,
8942,4617,1,2000-10-28,2013-10-28
8943,4617,2,2013-10-28,
8944,4618,1,1991-06-14,
8945,4619,1,2018-11-07,2022-11-07
8946,4619,2,2022-11-07,
8947,4620,1,2025-08-11,
8948,4621,1,2022-07-02,
8949,4622,8,2026-01-17,
8950,4623,7,2025-03-18,
8951,4624,8,2022-10-11,
8952,4625,7,2022-05-18,
8953,4626,2,2025-07-05,
8954,4627,7,2009-08-13,2014-08-13
8955,4627,8,2014-08-13,2019-08-13
8956,4627,9,2019-08-13,
8957,4628,6,2024-12-10,
8958,4629,3,1998-09-18,2005-09-18
8959,4629,4,2005-09-18,2012-09-18
8960,4629,5,2012-09-18,2019-09-18
8961,4629,6,2019-09-18,
8962,4630,1,1999-08-03,
8963,4631,1,2000-04-16,
8964,4632,2,2024-03-20,
8965,4633,3,1998-04-17,2005-04-17
8966,4633,4,2005-04-17,2012-04-17
8967,4633,5,2012-04-17,2019-04-17
8968,4633,6,2019-04-17,
8969,4634,4,2018-10-06,2022-10-06
8970,4634,5,2022-10-06,
8971,4635,4,2013-10-07,2017-10-07
8972,4635,5,2017-10-07,2021-10-07
8973,4635,6,2021-10-07,
8974,4636,4,2021-02-27,2023-02-27
8975,4636,5,2023-02-27,
8976,4637,6,2013-06-23,2017-06-23
8977,4637,7,2017-06-23,2021-06-23
8978,4637,8,2021-06-23,
8979,4638,10,2025-05-23,
8980,4639,1,2020-11-06,2023-11-06
8981,4639,2,2023-11-06,
8982,4640,1,2008-01-11,
8983,4641,7,2024-11-08,
8984,4642,6,2018-12-16,2022-12-16
8985,4642,7,2022-12-16,
8986,4643,5,2006-02-19,2011-02-19
8987,4643,6,2011-02-19,2016-02-19
8988,4643,7,2016-02-19,2021-02-19
8989,4643,8,2021-02-19,
8990,4644,4,2014-01-02,2018-01-02
8991,4644,5,2018-01-02,2022-01-02
8992,4644,6,2022-01-02,
8993,4645,1,2018-01-27,2022-01-27
8994,4645,2,2022-01-27,
8995,4646,4,2013-09-12,2017-09-12
8996,4646,5,2017-09-12,2021-09-12
8997,4646,6,2021-09-12,
8998,4647,6,2014-07-24,2018-07-24
8999,4647,7,2018-07-24,2022-07-24
9000,4647,8,2022-07-24,
9001,4648,6,2016-02-05,2019-02-05
9002,4648,7,2019-02-05,2022-02-05
9003,4648,8,2022-02-05,
9004,4649,1,2026-04-01,
9005,4650,7,2025-12-13,
9006,4651,1,2025-03-07,
9007,4652,7,2018-10-20,2022-10-20
9008,4652,8,2022-10-20,
9009,4653,5,2009-07-11,2014-07-11
9010,4653,6,2014-07-11,2019-07-11
9011,4653,7,2019-07-11,
9012,4654,1,2021-12-18,
9013,4655,1,2020-08-14,
9014,4656,5,2000-05-06,2006-05-06
9015,4656,6,2006-05-06,2012-05-06
9016,4656,7,2012-05-06,2018-05-06
9017,4656,8,2018-05-06,
9018,4657,5,2016-12-08,2019-12-08
9019,4657,6,2019-12-08,2022-12-08
9020,4657,7,2022-12-08,
9021,4658,1,2013-10-05,2019-10-05
9022,4658,2,2019-10-05,
9023,4659,5,2006-03-08,2011-03-08
9024,4659,6,2011-03-08,2016-03-08
9025,4659,7,2016-03-08,2021-03-08
9026,4659,8,2021-03-08,
9027,4660,3,2008-03-09,2014-03-09
9028,4660,4,2014-03-09,2020-03-09
9029,4660,5,2020-03-09,
9030,4661,6,2018-02-02,2022-02-02
9031,4661,7,2022-02-02,
9032,4662,8,2024-04-15,
9033,4663,4,2004-06-18,2009-06-18
9034,4663,5,2009-06-18,2014-06-18
9035,4663,6,2014-06-18,2019-06-18
9036,4663,7,2019-06-18,
9037,4664,1,2019-10-21,2022-10-21
9038,4664,2,2022-10-21,
9039,4665,6,2021-03-26,2023-03-26
9040,4665,7,2023-03-26,
9041,4666,1,2019-03-23,
9042,4667,4,2017-10-03,2021-10-03
9043,4667,5,2021-10-03,
9044,4668,2,2024-01-08,
9045,4669,8,2025-10-11,
9046,4670,2,2026-04-17,
9047,4671,1,2008-03-19,
9048,4672,8,2023-04-07,
9049,4673,5,1999-06-03,2005-06-03
9050,4673,6,2005-06-03,2011-06-03
9051,4673,7,2011-06-03,2017-06-03
9052,4673,8,2017-06-03,
9053,4674,1,2018-08-02,
9054,4675,6,2008-02-14,2014-02-14
9055,4675,7,2014-02-14,2020-02-14
9056,4675,8,2020-02-14,
9057,4676,6,2014-02-10,2018-02-10
9058,4676,7,2018-02-10,2022-02-10
9059,4676,8,2022-02-10,
9060,4677,2,2025-01-28,
9061,4678,1,2026-04-09,
9062,4679,1,2021-02-02,
9063,4680,1,2020-08-10,
9064,4681,7,2010-07-11,2015-07-11
9065,4681,8,2015-07-11,2020-07-11
9066,4681,9,2020-07-11,
9067,4682,1,1998-01-25,
9068,4683,8,2025-04-14,
9069,4684,9,2024-05-18,
9070,4685,5,2010-06-13,2015-06-13
9071,4685,6,2015-06-13,2020-06-13
9072,4685,7,2020-06-13,
9073,4686,2,2025-08-21,
9074,4687,5,2020-12-04,2023-12-04
9075,4687,6,2023-12-04,
9076,4688,1,2024-08-23,
9077,4689,5,1995-05-21,2002-05-21
9078,4689,6,2002-05-21,2009-05-21
9079,4689,7,2009-05-21,2016-05-21
9080,4689,8,2016-05-21,
9081,4690,1,2024-02-25,
9082,4691,1,2011-08-03,
9083,4692,6,2019-06-14,2022-06-14
9084,4692,7,2022-06-14,
9085,4693,7,2019-03-28,2022-03-28
9086,4693,8,2022-03-28,
9087,4694,1,2026-03-12,
9088,4695,1,2007-09-20,2016-09-20
9089,4695,2,2016-09-20,
9090,4696,1,2022-05-27,
9091,4697,7,2022-08-14,
9092,4698,7,2019-09-06,2022-09-06
9093,4698,8,2022-09-06,
9094,4699,6,2016-03-27,2019-03-27
9095,4699,7,2019-03-27,2022-03-27
9096,4699,8,2022-03-27,
9097,4700,8,2023-07-01,
9098,4701,6,2016-10-24,2019-10-24
9099,4701,7,2019-10-24,2022-10-24
9100,4701,8,2022-10-24,
9101,4702,4,2009-01-13,2014-01-13
9102,4702,5,2014-01-13,2019-01-13
9103,4702,6,2019-01-13,
9104,4703,10,2025-09-12,
9105,4704,1,2025-07-25,
9106,4705,5,2021-08-09,2023-08-09
9107,4705,6,2023-08-09,
9108,4706,7,2021-01-01,2023-01-01
9109,4706,8,2023-01-01,
9110,4707,6,2018-07-12,2022-07-12
9111,4707,7,2022-07-12,
9112,4708,4,2004-12-14,2009-12-14
9113,4708,5,2009-12-14,2014-12-14
9114,4708,6,2014-12-14,2019-12-14
9115,4708,7,2019-12-14,
9116,4709,2,2024-10-28,
9117,4710,9,2025-05-14,
9118,4711,2,2022-06-09,
9119,4712,1,2008-08-04,2017-08-04
9120,4712,2,2017-08-04,
9121,4713,3,2016-06-23,2019-06-23
9122,4713,4,2019-06-23,2022-06-23
9123,4713,5,2022-06-23,
9124,4714,4,2018-09-28,2022-09-28
9125,4714,5,2022-09-28,
9126,4715,4,2014-11-05,2018-11-05
9127,4715,5,2018-11-05,2022-11-05
9128,4715,6,2022-11-05,
9129,4716,1,2020-08-05,2023-08-05
9130,4716,2,2023-08-05,
9131,4717,5,2002-04-22,2008-04-22
9132,4717,6,2008-04-22,2014-04-22
9133,4717,7,2014-04-22,2020-04-22
9134,4717,8,2020-04-22,
9135,4718,2,2006-07-09,2011-07-09
9136,4718,3,2011-07-09,2016-07-09
9137,4718,4,2016-07-09,2021-07-09
9138,4718,5,2021-07-09,
9139,4719,4,2009-12-27,2014-12-27
9140,4719,5,2014-12-27,2019-12-27
9141,4719,6,2019-12-27,
9142,4720,1,2018-09-10,2022-09-10
9143,4720,2,2022-09-10,
9144,4721,1,2014-10-21,
9145,4722,1,2020-01-19,2023-01-19
9146,4722,2,2023-01-19,
9147,4723,7,2023-04-13,
9148,4724,3,2010-01-15,2015-01-15
9149,4724,4,2015-01-15,2020-01-15
9150,4724,5,2020-01-15,
9151,4725,3,2009-06-24,2014-06-24
9152,4725,4,2014-06-24,2019-06-24
9153,4725,5,2019-06-24,
9154,4726,7,2025-11-14,
9155,4727,7,2021-12-14,2023-12-14
9156,4727,8,2023-12-14,
9157,4728,7,2021-04-27,2023-04-27
9158,4728,8,2023-04-27,
9159,4729,1,2013-04-15,2019-04-15
9160,4729,2,2019-04-15,
9161,4730,1,2025-04-12,
9162,4731,1,2011-05-14,2018-05-14
9163,4731,2,2018-05-14,
9164,4732,7,2019-08-07,2022-08-07
9165,4732,8,2022-08-07,
9166,4733,3,1993-04-18,2001-04-18
9167,4733,4,2001-04-18,2009-04-18
9168,4733,5,2009-04-18,2017-04-18
9169,4733,6,2017-04-18,
9170,4734,1,2019-10-22,
9171,4735,6,2025-04-22,
9172,4736,4,1999-11-17,2005-11-17
9173,4736,5,2005-11-17,2011-11-17
9174,4736,6,2011-11-17,2017-11-17
9175,4736,7,2017-11-17,
9176,4737,5,2007-03-27,2013-03-27
9177,4737,6,2013-03-27,2019-03-27
9178,4737,7,2019-03-27,
9179,4738,1,1999-09-20,
9180,4739,1,2007-04-20,2016-04-20
9181,4739,2,2016-04-20,
9182,4740,9,2025-06-21,
9183,4741,1,2024-02-27,
9184,4742,7,2020-04-17,2023-04-17
9185,4742,8,2023-04-17,
9186,4743,2,2023-08-12,
9187,4744,2,2024-01-09,
9188,4745,5,2025-01-21,
9189,4746,7,2013-09-27,2017-09-27
9190,4746,8,2017-09-27,2021-09-27
9191,4746,9,2021-09-27,
9192,4747,1,2015-06-24,
9193,4748,1,2002-08-10,2014-08-10
9194,4748,2,2014-08-10,
9195,4749,2,2024-12-12,
9196,4750,4,2005-02-24,2010-02-24
9197,4750,5,2010-02-24,2015-02-24
9198,4750,6,2015-02-24,2020-02-24
9199,4750,7,2020-02-24,
9200,4751,4,2017-03-02,2021-03-02
9201,4751,5,2021-03-02,
9202,4752,6,2011-02-20,2016-02-20
9203,4752,7,2016-02-20,2021-02-20
9204,4752,8,2021-02-20,
9205,4753,8,2025-03-20,
9206,4754,2,2024-04-25,
9207,4755,1,1998-01-10,
9208,4756,1,2024-10-14,
9209,4757,1,2025-06-27,
9210,4758,3,2002-04-06,2008-04-06
9211,4758,4,2008-04-06,2014-04-06
9212,4758,5,2014-04-06,2020-04-06
9213,4758,6,2020-04-06,
9214,4759,7,2020-09-04,2023-09-04
9215,4759,8,2023-09-04,
9216,4760,1,2020-02-27,
9217,4761,1,2026-03-28,
9218,4762,1,2024-07-20,
9219,4763,1,2025-05-24,
9220,4764,7,2026-02-18,
9221,4765,7,2013-09-01,2017-09-01
9222,4765,8,2017-09-01,2021-09-01
9223,4765,9,2021-09-01,
9224,4766,4,2020-04-19,2023-04-19
9225,4766,5,2023-04-19,
9226,4767,1,2016-12-15,2021-12-15
9227,4767,2,2021-12-15,
9228,4768,1,2004-07-20,
9229,4769,1,2018-09-01,2022-09-01
9230,4769,2,2022-09-01,
9231,4770,5,2013-11-18,2017-11-18
9232,4770,6,2017-11-18,2021-11-18
9233,4770,7,2021-11-18,
9234,4771,8,2019-11-09,2022-11-09
9235,4771,9,2022-11-09,
9236,4772,3,2001-05-02,2007-05-02
9237,4772,4,2007-05-02,2013-05-02
9238,4772,5,2013-05-02,2019-05-02
9239,4772,6,2019-05-02,
9240,4773,1,2018-01-01,2022-01-01
9241,4773,2,2022-01-01,
9242,4774,4,2014-10-08,2018-10-08
9243,4774,5,2018-10-08,2022-10-08
9244,4774,6,2022-10-08,
9245,4775,1,1993-06-03,2009-06-03
9246,4775,2,2009-06-03,
9247,4776,8,2022-01-16,
9248,4777,2,2025-03-06,
9249,4778,4,2014-01-23,2018-01-23
9250,4778,5,2018-01-23,2022-01-23
9251,4778,6,2022-01-23,
9252,4779,2,2025-09-26,
9253,4780,6,2021-07-17,2023-07-17
9254,4780,7,2023-07-17,
9255,4781,9,2022-01-04,
9256,4782,2,2022-08-26,
9257,4783,5,1999-12-17,2005-12-17
9258,4783,6,2005-12-17,2011-12-17
9259,4783,7,2011-12-17,2017-12-17
9260,4783,8,2017-12-17,
9261,4784,5,2020-10-25,2023-10-25
9262,4784,6,2023-10-25,
9263,4785,6,2019-09-02,2022-09-02
9264,4785,7,2022-09-02,
9265,4786,9,2026-03-09,
9266,4787,9,2023-02-14,
9267,4788,6,2007-10-21,2013-10-21
9268,4788,7,2013-10-21,2019-10-21
9269,4788,8,2019-10-21,
9270,4789,5,2016-02-16,2019-02-16
9271,4789,6,2019-02-16,2022-02-16
9272,4789,7,2022-02-16,
9273,4790,1,2020-12-06,
9274,4791,1,2011-05-21,
9275,4792,1,2019-02-23,2022-02-23
9276,4792,2,2022-02-23,
9277,4793,1,2011-05-21,2018-05-21
9278,4793,2,2018-05-21,
9279,4794,8,2025-07-07,
9280,4795,1,1996-12-15,2011-12-15
9281,4795,2,2011-12-15,
9282,4796,7,2024-09-13,
9283,4797,1,2019-11-22,
9284,4798,2,2026-04-05,
9285,4799,6,2022-12-01,
9286,4800,3,1999-11-15,2005-11-15
9287,4800,4,2005-11-15,2011-11-15
9288,4800,5,2011-11-15,2017-11-15
9289,4800,6,2017-11-15,
9290,4801,1,2022-03-11,
9291,4802,6,2008-06-22,2014-06-22
9292,4802,7,2014-06-22,2020-06-22
9293,4802,8,2020-06-22,
9294,4803,7,2023-12-13,
9295,4804,1,2026-01-05,
9296,4805,1,2020-05-14,
9297,4806,5,2016-04-24,2019-04-24
9298,4806,6,2019-04-24,2022-04-24
9299,4806,7,2022-04-24,
9300,4807,8,2024-12-23,
9301,4808,9,2023-12-03,
9302,4809,10,2023-11-11,
9303,4810,1,2017-12-14,
9304,4811,3,2016-06-23,2019-06-23
9305,4811,4,2019-06-23,2022-06-23
9306,4811,5,2022-06-23,
9307,4812,4,2011-09-25,2016-09-25
9308,4812,5,2016-09-25,2021-09-25
9309,4812,6,2021-09-25,
9310,4813,1,2022-04-17,
9311,4814,1,2003-12-23,
9312,4815,6,2011-05-01,2016-05-01
9313,4815,7,2016-05-01,2021-05-01
9314,4815,8,2021-05-01,
9315,4816,2,2025-11-18,
9316,4817,1,2026-05-05,
9317,4818,5,2016-09-11,2019-09-11
9318,4818,6,2019-09-11,2022-09-11
9319,4818,7,2022-09-11,
9320,4819,3,1994-08-11,2002-08-11
9321,4819,4,2002-08-11,2010-08-11
9322,4819,5,2010-08-11,2018-08-11
9323,4819,6,2018-08-11,
9324,4820,6,2016-07-08,2019-07-08
9325,4820,7,2019-07-08,2022-07-08
9326,4820,8,2022-07-08,
9327,4821,1,2022-07-17,
9328,4822,4,2014-01-12,2018-01-12
9329,4822,5,2018-01-12,2022-01-12
9330,4822,6,2022-01-12,
9331,4823,3,2009-11-25,2014-11-25
9332,4823,4,2014-11-25,2019-11-25
9333,4823,5,2019-11-25,
9334,4824,9,2024-04-14,
9335,4825,2,1994-08-26,2002-08-26
9336,4825,3,2002-08-26,2010-08-26
9337,4825,4,2010-08-26,2018-08-26
9338,4825,5,2018-08-26,
9339,4826,1,2007-12-14,2016-12-14
9340,4826,2,2016-12-14,
9341,4827,1,2004-11-22,2015-11-22
9342,4827,2,2015-11-22,
9343,4828,3,2007-08-10,2013-08-10
9344,4828,4,2013-08-10,2019-08-10
9345,4828,5,2019-08-10,
9346,4829,1,2025-12-07,
9347,4830,4,2008-05-02,2014-05-02
9348,4830,5,2014-05-02,2020-05-02
9349,4830,6,2020-05-02,
9350,4831,1,2010-06-03,2018-06-03
9351,4831,2,2018-06-03,
9352,4832,1,2024-05-11,
9353,4833,3,1997-07-13,2004-07-13
9354,4833,4,2004-07-13,2011-07-13
9355,4833,5,2011-07-13,2018-07-13
9356,4833,6,2018-07-13,
9357,4834,7,2021-04-16,2023-04-16
9358,4834,8,2023-04-16,
9359,4835,6,2024-07-25,
9360,4836,6,2007-02-24,2013-02-24
9361,4836,7,2013-02-24,2019-02-24
9362,4836,8,2019-02-24,
9363,4837,5,2025-12-25,
9364,4838,9,2020-04-05,2023-04-05
9365,4838,10,2023-04-05,
9366,4839,5,2021-08-14,2023-08-14
9367,4839,6,2023-08-14,
9368,4840,1,2016-04-03,
9369,4841,8,2023-11-24,
9370,4842,1,1998-02-27,
9371,4843,4,2002-07-25,2008-07-25
9372,4843,5,2008-07-25,2014-07-25
9373,4843,6,2014-07-25,2020-07-25
9374,4843,7,2020-07-25,
9375,4844,4,2010-10-26,2015-10-26
9376,4844,5,2015-10-26,2020-10-26
9377,4844,6,2020-10-26,
9378,4845,2,2026-05-28,
9379,4846,6,2013-03-01,2017-03-01
9380,4846,7,2017-03-01,2021-03-01
9381,4846,8,2021-03-01,
9382,4847,7,2019-11-12,2022-11-12
9383,4847,8,2022-11-12,
9384,4848,6,2025-04-27,
9385,4849,1,2020-06-16,
9386,4850,4,2020-12-08,2023-12-08
9387,4850,5,2023-12-08,
9388,4851,8,2023-02-24,
9389,4852,6,2009-10-22,2014-10-22
9390,4852,7,2014-10-22,2019-10-22
9391,4852,8,2019-10-22,
9392,4853,8,2019-09-04,2022-09-04
9393,4853,9,2022-09-04,
9394,4854,1,2004-06-07,2015-06-07
9395,4854,2,2015-06-07,
9396,4855,2,1996-12-20,2003-12-20
9397,4855,3,2003-12-20,2010-12-20
9398,4855,4,2010-12-20,2017-12-20
9399,4855,5,2017-12-20,
9400,4856,4,2013-01-02,2017-01-02
9401,4856,5,2017-01-02,2021-01-02
9402,4856,6,2021-01-02,
9403,4857,1,2020-10-24,2023-10-24
9404,4857,2,2023-10-24,
9405,4858,6,2019-04-21,2022-04-21
9406,4858,7,2022-04-21,
9407,4859,4,2004-03-20,2009-03-20
9408,4859,5,2009-03-20,2014-03-20
9409,4859,6,2014-03-20,2019-03-20
9410,4859,7,2019-03-20,
9411,4860,5,2010-04-07,2015-04-07
9412,4860,6,2015-04-07,2020-04-07
9413,4860,7,2020-04-07,
9414,4861,7,2008-03-06,2014-03-06
9415,4861,8,2014-03-06,2020-03-06
9416,4861,9,2020-03-06,
9417,4862,1,2011-06-16,
9418,4863,7,2026-01-13,
9419,4864,1,2022-07-18,
9420,4865,5,2020-06-25,2023-06-25
9421,4865,6,2023-06-25,
9422,4866,7,2017-06-28,2021-06-28
9423,4866,8,2021-06-28,
9424,4867,6,2022-12-05,
9425,4868,2,2022-11-17,
9426,4869,1,2017-05-18,
9427,4870,7,2017-02-19,2021-02-19
9428,4870,8,2021-02-19,
9429,4871,5,2011-07-10,2016-07-10
9430,4871,6,2016-07-10,2021-07-10
9431,4871,7,2021-07-10,
9432,4872,1,2018-06-18,2022-06-18
9433,4872,2,2022-06-18,
9434,4873,2,1996-09-11,2003-09-11
9435,4873,3,2003-09-11,2010-09-11
9436,4873,4,2010-09-11,2017-09-11
9437,4873,5,2017-09-11,
9438,4874,1,2008-07-11,2017-07-11
9439,4874,2,2017-07-11,
9440,4875,9,2020-05-27,2023-05-27
9441,4875,10,2023-05-27,
9442,4876,3,2004-12-10,2009-12-10
9443,4876,4,2009-12-10,2014-12-10
9444,4876,5,2014-12-10,2019-12-10
9445,4876,6,2019-12-10,
9446,4877,5,2016-08-22,2019-08-22
9447,4877,6,2019-08-22,2022-08-22
9448,4877,7,2022-08-22,
9449,4878,5,2011-07-15,2016-07-15
9450,4878,6,2016-07-15,2021-07-15
9451,4878,7,2021-07-15,
9452,4879,1,1996-12-13,2011-12-13
9453,4879,2,2011-12-13,
9454,4880,3,1999-01-07,2005-01-07
9455,4880,4,2005-01-07,2011-01-07
9456,4880,5,2011-01-07,2017-01-07
9457,4880,6,2017-01-07,
9458,4881,1,2026-05-08,
9459,4882,8,2024-03-24,
9460,4883,1,1999-04-15,2012-04-15
9461,4883,2,2012-04-15,
9462,4884,1,2013-08-01,2019-08-01
9463,4884,2,2019-08-01,
9464,4885,8,2023-11-24,
9465,4886,6,2013-05-23,2017-05-23
9466,4886,7,2017-05-23,2021-05-23
9467,4886,8,2021-05-23,
9468,4887,5,2022-09-04,
9469,4888,9,2024-09-23,
9470,4889,1,2005-07-21,2015-07-21
9471,4889,2,2015-07-21,
9472,4890,5,2021-06-10,2023-06-10
9473,4890,6,2023-06-10,
9474,4891,3,2007-07-27,2013-07-27
9475,4891,4,2013-07-27,2019-07-27
9476,4891,5,2019-07-27,
9477,4892,1,2016-10-01,
9478,4893,1,1992-08-20,2009-08-20
9479,4893,2,2009-08-20,
9480,4894,1,2025-02-01,
9481,4895,2,2023-04-18,
9482,4896,1,2021-04-20,2023-04-20
9483,4896,2,2023-04-20,
9484,4897,5,2009-02-08,2014-02-08
9485,4897,6,2014-02-08,2019-02-08
9486,4897,7,2019-02-08,
9487,4898,2,1994-01-27,2002-01-27
9488,4898,3,2002-01-27,2010-01-27
9489,4898,4,2010-01-27,2018-01-27
9490,4898,5,2018-01-27,
9491,4899,9,2021-02-01,2023-02-01
9492,4899,10,2023-02-01,
9493,4900,1,2026-07-06,
9494,4901,4,2016-04-28,2019-04-28
9495,4901,5,2019-04-28,2022-04-28
9496,4901,6,2022-04-28,
9497,4902,3,2002-09-18,2008-09-18
9498,4902,4,2008-09-18,2014-09-18
9499,4902,5,2014-09-18,2020-09-18
9500,4902,6,2020-09-18,
9501,4903,2,2026-02-01,
9502,4904,6,2018-03-09,2022-03-09
9503,4904,7,2022-03-09,
9504,4905,7,2009-12-28,2014-12-28
9505,4905,8,2014-12-28,2019-12-28
9506,4905,9,2019-12-28,
9507,4906,6,2023-10-11,
9508,4907,1,2021-03-01,
9509,4908,1,2021-12-24,
9510,4909,6,2012-05-14,2016-05-14
9511,4909,7,2016-05-14,2020-05-14
9512,4909,8,2020-05-14,
9513,4910,1,2024-08-02,
9514,4911,2,2024-05-24,
9515,4912,7,2017-05-26,2021-05-26
9516,4912,8,2021-05-26,
9517,4913,1,2017-09-13,2021-09-13
9518,4913,2,2021-09-13,
9519,4914,2,2024-02-20,
9520,4915,5,2005-06-02,2010-06-02
9521,4915,6,2010-06-02,2015-06-02
9522,4915,7,2015-06-02,2020-06-02
9523,4915,8,2020-06-02,
9524,4916,1,2023-04-04,
9525,4917,5,2026-03-11,
9526,4918,4,2001-11-01,2007-11-01
9527,4918,5,2007-11-01,2013-11-01
9528,4918,6,2013-11-01,2019-11-01
9529,4918,7,2019-11-01,
9530,4919,8,2018-10-08,2022-10-08
9531,4919,9,2022-10-08,
9532,4920,1,2013-10-06,
9533,4921,4,2008-08-25,2014-08-25
9534,4921,5,2014-08-25,2020-08-25
9535,4921,6,2020-08-25,
9536,4922,4,2020-01-15,2023-01-15
9537,4922,5,2023-01-15,
9538,4923,1,2020-08-06,
9539,4924,5,2015-10-06,2018-10-06
9540,4924,6,2018-10-06,2021-10-06
9541,4924,7,2021-10-06,
9542,4925,4,2017-05-22,2021-05-22
9543,4925,5,2021-05-22,
9544,4926,4,2007-03-22,2013-03-22
9545,4926,5,2013-03-22,2019-03-22
9546,4926,6,2019-03-22,
9547,4927,6,2008-06-08,2014-06-08
9548,4927,7,2014-06-08,2020-06-08
9549,4927,8,2020-06-08,
9550,4928,8,2019-08-23,2022-08-23
9551,4928,9,2022-08-23,
9552,4929,6,2007-06-26,2013-06-26
9553,4929,7,2013-06-26,2019-06-26
9554,4929,8,2019-06-26,
9555,4930,3,2011-10-23,2016-10-23
9556,4930,4,2016-10-23,2021-10-23
9557,4930,5,2021-10-23,
9558,4931,8,2025-02-18,
9559,4932,7,2019-04-11,2022-04-11
9560,4932,8,2022-04-11,
9561,4933,1,1999-05-18,
9562,4934,4,2002-10-07,2008-10-07
9563,4934,5,2008-10-07,2014-10-07
9564,4934,6,2014-10-07,2020-10-07
9565,4934,7,2020-10-07,
9566,4935,4,2004-08-23,2009-08-23
9567,4935,5,2009-08-23,2014-08-23
9568,4935,6,2014-08-23,2019-08-23
9569,4935,7,2019-08-23,
9570,4936,6,2015-01-22,2018-01-22
9571,4936,7,2018-01-22,2021-01-22
9572,4936,8,2021-01-22,
9573,4937,2,2026-05-03,
9574,4938,1,1997-11-03,
9575,4939,7,2018-10-20,2022-10-20
9576,4939,8,2022-10-20,
9577,4940,3,1993-08-06,2001-08-06
9578,4940,4,2001-08-06,2009-08-06
9579,4940,5,2009-08-06,2017-08-06
9580,4940,6,2017-08-06,
9581,4941,6,2008-04-08,2014-04-08
9582,4941,7,2014-04-08,2020-04-08
9583,4941,8,2020-04-08,
9584,4942,1,2024-01-19,
9585,4943,3,2000-03-24,2006-03-24
9586,4943,4,2006-03-24,2012-03-24
9587,4943,5,2012-03-24,2018-03-24
9588,4943,6,2018-03-24,
9589,4944,1,1994-06-18,2010-06-18
9590,4944,2,2010-06-18,
9591,4945,2,2002-10-09,2008-10-09
9592,4945,3,2008-10-09,2014-10-09
9593,4945,4,2014-10-09,2020-10-09
9594,4945,5,2020-10-09,
9595,4946,9,2024-04-12,
9596,4947,1,1992-05-25,2009-05-25
9597,4947,2,2009-05-25,
9598,4948,2,2025-08-02,
9599,4949,4,2009-12-10,2014-12-10
9600,4949,5,2014-12-10,2019-12-10
9601,4949,6,2019-12-10,
9602,4950,7,2026-02-21,
9603,4951,9,2020-03-05,2023-03-05
9604,4951,10,2023-03-05,
9605,4952,1,2018-12-13,2022-12-13
9606,4952,2,2022-12-13,
9607,4953,7,2017-06-16,2021-06-16
9608,4953,8,2021-06-16,
9609,4954,1,2020-11-05,2023-11-05
9610,4954,2,2023-11-05,
9611,4955,1,2017-05-26,
9612,4956,5,2012-04-13,2016-04-13
9613,4956,6,2016-04-13,2020-04-13
9614,4956,7,2020-04-13,
9615,4957,6,2007-05-27,2013-05-27
9616,4957,7,2013-05-27,2019-05-27
9617,4957,8,2019-05-27,
9618,4958,1,2008-11-24,
9619,4959,1,2022-04-13,
9620,4960,6,2021-09-05,2023-09-05
9621,4960,7,2023-09-05,
9622,4961,10,2025-05-18,
9623,4962,6,2013-09-28,2017-09-28
9624,4962,7,2017-09-28,2021-09-28
9625,4962,8,2021-09-28,
9626,4963,6,2022-02-19,
9627,4964,1,2013-11-24,
9628,4965,7,2025-12-14,
9629,4966,1,2010-12-19,2018-12-19
9630,4966,2,2018-12-19,
9631,4967,7,2015-12-11,2018-12-11
9632,4967,8,2018-12-11,2021-12-11
9633,4967,9,2021-12-11,
9634,4968,4,2005-08-24,2010-08-24
9635,4968,5,2010-08-24,2015-08-24
9636,4968,6,2015-08-24,2020-08-24
9637,4968,7,2020-08-24,
9638,4969,4,2005-10-25,2010-10-25
9639,4969,5,2010-10-25,2015-10-25
9640,4969,6,2015-10-25,2020-10-25
9641,4969,7,2020-10-25,
9642,4970,1,2018-09-19,
9643,4971,8,2022-05-27,
9644,4972,1,2021-03-17,
9645,4973,1,2007-01-13,2016-01-13
9646,4973,2,2016-01-13,
9647,4974,5,2008-05-13,2014-05-13
9648,4974,6,2014-05-13,2020-05-13
9649,4974,7,2020-05-13,
9650,4975,2,2025-03-05,
9651,4976,5,2011-07-04,2016-07-04
9652,4976,6,2016-07-04,2021-07-04
9653,4976,7,2021-07-04,
9654,4977,2,2025-07-22,
9655,4978,5,2022-02-03,
9656,4979,10,2026-02-19,
9657,4980,2,2023-12-14,
9658,4981,5,2015-10-02,2018-10-02
9659,4981,6,2018-10-02,2021-10-02
9660,4981,7,2021-10-02,
9661,4982,6,2014-09-01,2018-09-01
9662,4982,7,2018-09-01,2022-09-01
9663,4982,8,2022-09-01,
9664,4983,4,2001-07-23,2007-07-23
9665,4983,5,2007-07-23,2013-07-23
